REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS
2023-07-17,ATL - Above The Line,Title,olv,8940.71,15754.42,9.098482125044582,9.664939712039796
2023-08-13,ATL - Above The Line,Title,online display,46900.8,35509.62,10.755811333228813,10.477587085655172
2023-08-14,ATL - Above The Line,Brand,radio,11750.12,18172.16,9.37170383417866,9.807701059312574
2022-12-13,ATL - Above The Line,Brand,cinema,16802.46,20903.39,9.729340096567023,9.947714463742832
2022-12-20,ATL - Above The Line,Title,bvod,1240.83,43688.72,7.124341377118608,10.68486811313575
2023-09-14,ATL - Above The Line,Title,olv,177.6,17872.29,5.185148668442399,9.79106269865042
2023-01-02,ATL - Above The Line,Brand,bvod,46770.92,31144.51,10.753038301833705,10.346425372574243
2023-09-27,ATL - Above The Line,Title,bvod,129538.16,6005.79,11.771738508232326,8.700645775024825
2023-10-01,ATL - Above The Line,Brand,tv,51435.62,11962.66,10.848105649132131,9.389629000756923
2023-01-17,ATL - Above The Line,Brand,digital audio,1732.26,53233.57,7.457759307314106,10.882463276323392
2023-01-18,ATL - Above The Line,Brand,digital audio,395.1,8026.99,5.981666704627871,8.990689464275194
2023-10-07,ATL - Above The Line,Brand,ctv,463.92,96171.69,6.141865347775507,11.47390070861616
2023-10-28,ATL - Above The Line,Brand,partnership,152.03,73258.74,5.0306339806029445,11.201766487322958
2023-11-01,ATL - Above The Line,Title,bvod,2616.16,21065.78,7.869845039369696,9.955452671199204
2023-11-19,ATL - Above The Line,Title,bvod,57616.83,558016.93,10.961587347394808,13.232146373463694
2022-06-26,ATL - Above The Line,Launch,tv,2459.17,95919.16,7.807985732229777,11.47127145775672
2023-03-16,ATL - Above The Line,Title,partnership,5480.68,10639.39,8.609166902302348,9.272412416359227
2023-11-29,ATL - Above The Line,Brand,ooh,38035.25,58270.11,10.546294931358315,10.97286170920916
2023-12-03,ATL - Above The Line,Title,cinema,1531.32,29451.44,7.334538205773309,10.290532037939691
2023-12-10,ATL - Above The Line,Title,olv,125174.66,12649.87,11.73747330980258,9.445481266494353
2022-07-12,ATL - Above The Line,Launch,tv,115735.24,9426.95,11.659069087992215,9.151433960690241
2023-04-02,ATL - Above The Line,Title,cinema,2506.46,74780.18,7.8270255675652844,11.222321528026827
2024-02-23,ATL - Above The Line,Title,ooh,1119.71,15134.06,7.0217176920127296,9.624769185769072
2024-03-26,ATL - Above The Line,Title,ctv,11179.26,24890.88,9.321905002252631,10.12229692485152
2023-08-05,ATL - Above The Line,Title,tv,1695.94,10945.2,7.436581908097679,9.30074764305165
2023-11-12,ATL - Above The Line,Title,cinema,393.73,13017.39,5.978201986874404,9.474118252202558
2023-02-13,ATL - Above The Line,Brand,paid social,32078.77,24273.22,10.37598089237869,10.097170160820424
2024-02-12,ATL - Above The Line,Title,display,28538.24,40691.79,10.25903526138404,10.613806205860644
2024-01-02,DR - Direct Response,Brand,pmax,4204.82,2055.62,8.344224559341164,7.628819137536291
2022-08-28,ATL - Above The Line,Title,youtube,324.99,28040.59,5.786866706049599,10.241444044248436
2023-09-03,DR - Direct Response,Brand,paid social,345.14,13044.01,5.846843317496853,9.476160964147768
2023-06-02,DR - Direct Response,Title,paid social,3853.88,112532.42,8.257095157108262,11.631005523177713
2023-11-09,DR - Direct Response,Title,paid social,1288.21,527548.26,7.1617849066595705,13.17599752385861
2023-05-10,DR - Direct Response,Title,app,1715.75,19227.25,7.448188247500786,9.864135830801597
2022-07-06,DR - Direct Response,Brand,ott,20089.48,4900.32,9.908001350007382,8.497259835575454
2023-05-26,ATL - Above The Line,Title,paid social,11928.55,30997.59,9.386773794347015,10.341696998561893
2023-02-26,DR - Direct Response,Title,app,38210.43,22435.37,10.550889964498573,10.018438581845428
2024-03-11,DR - Direct Response,Title,paid social,531.23,199124.81,6.277075726740667,12.201692115000686
2022-10-07,DR - Direct Response,Brand,paid social,1709.26,146680.77,7.444400684722391,11.896020689197266
2023-11-01,DR - Direct Response,Title,ott,12497.25,65670.31,9.433343913489479,11.092417427212034
2022-08-02,DR - Direct Response,Title,paid social,7130.07,15305.82,8.872216572275175,9.636053759696766
2023-12-13,ATL - Above The Line,Title,paid social,50476.66,54406.15,10.829286141148593,10.904250858030895
2023-09-13,ATL - Above The Line,Title,paid social,6784.28,35962.69,8.822510838919332,10.490265097336671
2022-08-16,DR - Direct Response,Brand,app,89247.06,35118.5,11.399174962710962,10.466511810745658
2023-10-02,DR - Direct Response,Title,display,8417.17,5776.46,9.038147743947226,8.661719418714789
2023-12-05,DR - Direct Response,Title,ott,21601.57,79970.28,9.980567568076003,11.289422849200092
2023-12-16,DR - Direct Response,Title,app,1771.06,30716.92,7.4798979906369345,10.332601476635963
2023-11-28,ATL - Above The Line,Brand,display,3258.67,24916.73,8.08938124224309,10.12333487725953
2023-11-01,DR - Direct Response,Brand,paid social,16441.44,15100.54,9.70762107608872,9.622552004357686
2022-10-11,ATL - Above The Line,Brand,paid social,58381.08,12437.19,10.974764272413365,9.428526857314969
2022-08-14,DR - Direct Response,Brand,youtube,11843.97,37897.7,9.379658583875454,10.542672089690676
2023-07-04,ATL - Above The Line,Title,paid social,2733.01,4769.71,7.913524674921683,8.470250419765945
2023-05-31,ATL - Above The Line,Brand,display,38154.76,60858.02,10.549432008277815,11.016315320790918
2023-04-08,ATL - Above The Line,Brand,display,60.75,9577.56,4.123093975508087,9.16728254651435
2023-06-11,DR - Direct Response,Brand,app,243.74,3496.78,5.500196422557522,8.159883760518934
2022-07-17,ATL - Above The Line,Brand,ott,10868.79,171405.02,9.293742660701406,12.051790407049456
2024-01-16,DR - Direct Response,Brand,paid social,3257.62,11658.41,8.089059071855125,9.36386885828119
2023-10-13,DR - Direct Response,Title,paid social,9473.47,13361.3,9.15635609171065,9.50019258796217
2023-02-06,DR - Direct Response,Brand,paid social,3567.22,86023.08,8.179822150991875,11.362382536042961
2024-04-02,DR - Direct Response,Brand,paid social,8900.43,177090.73,9.093967216970825,12.084423125899116
2024-04-25,DR - Direct Response,Title,ott,730.16,5924.49,6.594632314048403,8.687018663005782
2023-06-04,DR - Direct Response,Brand,paid social,8893.05,10566.13,9.093137792822324,9.265503518816383
2022-06-08,DR - Direct Response,Brand,paid social,19114.94,11374.37,9.85827782096117,9.339205770762671
2022-09-25,ATL - Above The Line,Title,paid social,28750.39,70406.2,10.266441392882864,11.162050809643908
2023-04-10,DR - Direct Response,Brand,paid social,120306.27,142696.39,11.697804332389516,11.86848151317853
2023-09-16,DR - Direct Response,Brand,pmax,4933.92,9329.65,8.504091740996572,9.141059959153184
2023-08-05,DR - Direct Response,Brand,paid social,5206.7,113938.76,8.557893578542613,11.643425166660393
2024-01-07,DR - Direct Response,Brand,display,203.15,13538.36,5.318855017765585,9.513356277993147
2024-04-25,DR - Direct Response,Title,paid social,1216.92,38621.58,7.10489976466773,10.561592358515538
2023-01-06,DR - Direct Response,Brand,display,2241.2,7701.57,7.715212805719493,8.949309318387982
2022-08-07,ATL - Above The Line,Brand,youtube,21144.51,24395.22,9.959182868792837,10.102183481247469
2022-11-06,DR - Direct Response,Brand,app,1054.07,24661.36,6.9613623944199565,10.113033473680192
2024-01-01,DR - Direct Response,Title,youtube,13369.04,20097.22,9.500771661864139,9.908386532911814
2023-12-18,ATL - Above The Line,Title,youtube,3166.42,40560.94,8.060672655364899,10.610585467495982
2023-02-26,ATL - Above The Line,Brand,youtube,2306.51,10040.62,7.743924300062091,9.214493734811143
2022-07-20,DR - Direct Response,Brand,youtube,4976.81,11362.46,8.512745314260192,9.338158223365632
2023-08-18,ATL - Above The Line,Brand,paid social,1567.5,42771.2,7.357875027630733,10.663643637821847
2022-08-03,ATL - Above The Line,Title,paid social,1463.91,105925.23,7.289549086116957,11.570498187416957
2023-04-10,DR - Direct Response,Brand,app,146.37,26945.08,4.992946431225172,10.20159311121215
2022-12-03,ATL - Above The Line,Brand,youtube,2029.86,45689.13,7.6162146276436875,10.729637579814815
2023-08-02,DR - Direct Response,Title,youtube,1335.33,58970.12,7.1976823295836585,10.984803111522348
2023-02-04,DR - Direct Response,Brand,app,1251.29,63413.25,7.132729154231069,11.057443878576747
2024-01-06,DR - Direct Response,Brand,ott,6739.56,10594.18,8.815898286508311,9.26815445970391
2023-12-27,ATL - Above The Line,Title,bvod,10426.76,12646.08,9.25222675982882,9.445181637470787
2023-04-30,ATL - Above The Line,Brand,radio,4829.03,13798.27,8.482607957807453,9.532370971195395
2023-04-25,ATL - Above The Line,Brand,partnership,19149.5,190773.55,9.860084103928516,12.158847643355418
2024-01-09,ATL - Above The Line,Brand,paid social,8974.9,45896.84,9.102298486880454,10.734173336117806
2022-08-19,ATL - Above The Line,Title,online display,1864.41,43876.75,7.531236147058924,10.689162636866657
2022-08-16,ATL - Above The Line,Launch,digital audio,1377.22,39805.86,7.228548090499718,10.591794538228985
2023-05-06,ATL - Above The Line,Brand,partnership,5585.54,7329.72,8.6281154120799,8.89982901652337
2023-05-06,ATL - Above The Line,Brand,radio,8945.87,192610.96,9.099059029431976,12.168432874029815
2023-05-12,ATL - Above The Line,Brand,print,39593.71,44580.83,10.5864508024606,10.705081655895455
2024-01-23,ATL - Above The Line,Title,olv,27265.55,56940.48,10.213415955184969,10.949779352766804
2024-01-28,ATL - Above The Line,Title,print,1195.02,4692.09,7.086754656778786,8.453846493108934
2024-02-01,ATL - Above The Line,Brand,olv,2641.66,60259.44,7.879541264634193,11.0064311143503
2023-05-24,ATL - Above The Line,Title,partnership,10662.49,19286.48,9.274581036258805,9.867211459729855
2022-09-22,ATL - Above The Line,Title,cinema,21830.1,7315.11,9.991090837646912,8.89783404493627
2023-06-20,ATL - Above The Line,Title,online display,17294.54,10591.64,9.758203943780636,9.26791469931212
2022-10-30,ATL - Above The Line,Title,ooh,2829.86,7752.41,7.948335831398799,8.955888025575778
2022-10-15,ATL - Above The Line,Title,print,330.22,7622.19,5.8027828071613445,8.93895019624804
2024-03-20,ATL - Above The Line,Title,online display,523.31,29294.85,6.262083112446379,10.285201146748262
2024-03-29,ATL - Above The Line,Title,ctv,5194.7,18704.47,8.555586639403106,9.836571273437967
2022-11-03,ATL - Above The Line,Brand,bvod,5889.99,38542.12,8.681179344015579,10.559532893543793
2022-11-09,ATL - Above The Line,Title,cinema,437.09,148068.24,6.082424368720489,11.905435281182088
2022-11-09,ATL - Above The Line,Title,tv,3441.75,24210.62,8.144025849607235,10.09458796219157
2022-11-21,ATL - Above The Line,Brand,bvod,9923.48,2901.06,9.20275971123573,7.973176108626679
2023-08-11,ATL - Above The Line,Title,bvod,397.54,21628.25,5.987807869604438,9.981801844282145
2022-12-15,ATL - Above The Line,Brand,print,23337.81,91254.09,10.057872919108013,11.421414050710963
2023-08-29,ATL - Above The Line,Brand,radio,1606.53,25291.95,7.382454118457072,10.138280979757297
2023-09-08,ATL - Above The Line,Title,olv,30739.54,127815.68,10.333337583626648,11.758352328840967
2023-09-20,ATL - Above The Line,Title,bvod,1212.44,43422.58,7.101214580186547,10.678757890517076
2023-09-21,ATL - Above The Line,Title,olv,497.8,4361.92,6.212205213805881,8.38089683694817
2023-09-29,ATL - Above The Line,Title,bvod,1389.0,30771.62,7.237059026124737,10.334380612562516
2023-10-07,ATL - Above The Line,Brand,tv,2674.56,37135.47,7.891913983214726,10.522354784616809
2023-10-13,ATL - Above The Line,Brand,tv,1575.09,81472.95,7.36270237538629,11.308038616233949
2023-01-30,ATL - Above The Line,Title,print,2150.38,171017.14,7.6738647756825,12.049524911729858
2023-10-16,ATL - Above The Line,Brand,partnership,5802.82,68519.9,8.666271600428745,11.134894087202934
2023-11-08,ATL - Above The Line,Title,online display,2331.58,42883.21,7.754730230096896,10.666258971895397
2023-12-05,ATL - Above The Line,Brand,partnership,2818.47,54320.09,7.9443042030062,10.902667828305185
2023-12-05,ATL - Above The Line,Brand,cinema,145.2,23293.47,4.9849755473156785,10.055971272328627
2023-03-31,ATL - Above The Line,Title,print,6440.16,6356.18,8.77046392710158,8.757340161778579
2023-04-03,ATL - Above The Line,Title,print,2703.42,28740.37,7.902642750544894,10.266092827251246
2023-05-09,ATL - Above The Line,Title,radio,58098.8,39768.14,10.969917500493287,10.590846513627973
2024-02-11,ATL - Above The Line,Title,bvod,582.51,8243.49,6.36906158954034,9.017300377410455
2022-11-05,ATL - Above The Line,Title,online display,121.42,104300.24,4.807457755422924,11.555038529700552
2022-11-19,ATL - Above The Line,Title,online display,9690.61,75573.22,9.179015841754113,11.232870498721093
2023-08-07,ATL - Above The Line,Title,ooh,5935.9,6964.44,8.688942390605156,8.848716057226472
2023-09-08,ATL - Above The Line,Brand,print,514.42,108483.89,6.244982102277174,11.594366179591894
2023-01-19,ATL - Above The Line,Brand,bvod,200.75,20235.65,5.307029307150058,9.915250595868484
2022-06-24,ATL - Above The Line,Title,online display,50935.78,12627.31,10.838340534913995,9.443696397998679
2022-07-08,ATL - Above The Line,Launch,tv,40773.44,81384.89,10.615810693489324,11.306957195441912
2022-10-19,ATL - Above The Line,Title,bvod,35.64,26192.56,3.6011405398059297,10.173268858008324
2023-03-28,DR - Direct Response,Brand,youtube,1388.78,185221.16,7.236900740216889,12.129311248463841
2022-12-30,ATL - Above The Line,Brand,youtube,64035.27,11719.37,11.067204920567383,9.369083632598553
2023-01-05,ATL - Above The Line,Brand,paid social,1344.77,4854.2,7.204721618931972,8.487805574521646
2022-07-07,DR - Direct Response,Title,youtube,1309.92,20809.41,7.178484459781256,9.943208621259911
2023-06-28,DR - Direct Response,Title,paid social,1906.26,60841.16,7.553422936107728,11.016038248701594
2023-12-17,ATL - Above The Line,Title,display,419.91,10878.25,6.042419034106791,9.294612584210359
2023-05-09,ATL - Above The Line,Title,paid social,146.37,7261.62,4.992946431225172,8.89049592425946
2024-04-16,DR - Direct Response,Title,app,21229.71,34684.57,9.963203997378786,10.454079029301209
2023-01-08,ATL - Above The Line,Title,paid social,114.06,6351.02,4.7454537314351475,8.756528151536624
2023-10-14,DR - Direct Response,Title,app,4962.26,37498.2,8.509818061884003,10.53207487839761
2023-08-18,ATL - Above The Line,Brand,display,15734.03,19590.42,9.663644716074383,9.882846994273832
2022-11-20,DR - Direct Response,Brand,ott,231.32,45269.28,5.448115731636431,10.72040602552243
2023-10-12,DR - Direct Response,Title,display,598.82,6880.65,6.396629610207144,8.836613727755227
2023-04-01,ATL - Above The Line,Title,paid social,28370.38,101365.22,10.253136169552544,11.52649517854239
2023-03-10,DR - Direct Response,Brand,paid social,8309.6,22945.01,9.025287087409108,10.040899344164798
2023-10-30,DR - Direct Response,Brand,pmax,1042.18,59292.92,6.950029019209467,10.990262050218346
2023-03-26,DR - Direct Response,Title,app,27816.14,72199.29,10.23340765645445,11.187199341493349
2022-07-09,DR - Direct Response,Title,paid social,28032.2,8634.58,10.24114480103905,9.063646156825365
2023-11-12,ATL - Above The Line,Title,paid social,5161.24,66791.78,8.549125872804893,11.109350269850923
2022-12-13,ATL - Above The Line,Brand,youtube,625.45,6601.86,6.440068962691562,8.795258167486075
2024-03-10,ATL - Above The Line,Title,paid social,1505.68,6975.79,7.317663833676532,8.850344204589883
2023-11-03,ATL - Above The Line,Title,paid social,5325.28,197661.98,8.580408337278898,12.194318738210335
2022-10-19,DR - Direct Response,Title,youtube,2259.43,84087.91,7.7233103396548755,11.339629970440637
2022-11-08,ATL - Above The Line,Title,paid social,17294.16,220644.2,9.758181972557155,12.304311260552169
2024-03-14,DR - Direct Response,Title,ott,200.74,19017.52,5.30697973962669,9.853168520243205
2024-02-15,DR - Direct Response,Title,app,214.03,30551.62,5.370777553277297,10.327205721969936
2023-04-03,DR - Direct Response,Brand,paid social,4401.77,46787.46,8.389989167280287,10.753391870303016
2023-10-16,DR - Direct Response,Brand,paid social,1307.71,27233.58,7.176797198202869,10.212242768366021
2023-09-18,DR - Direct Response,Brand,ott,1023.98,13043.82,6.932428379187021,9.476146399085442
2023-09-09,DR - Direct Response,Brand,display,130.57,11222.46,4.879539029377747,9.32576150943461
2022-09-06,DR - Direct Response,Title,paid social,3289.75,34164.42,8.098870781305518,10.438969300421917
2023-08-10,DR - Direct Response,Brand,ott,2887.25,9455.82,7.968406061363128,9.154491453314229
2023-11-11,DR - Direct Response,Title,youtube,10330.23,9193.93,9.242926625693292,9.126407524176383
2022-11-04,ATL - Above The Line,Title,paid social,3596.31,40912.36,8.187941622912309,10.619211939059026
2024-01-05,DR - Direct Response,Title,display,2499.71,25059.14,7.824329970535926,10.129033815026633
2023-07-29,ATL - Above The Line,Title,paid social,26576.9,70576.21,10.187835322374028,11.164462566836157
2023-07-12,DR - Direct Response,Brand,app,297.15,18002.31,5.697596715569115,9.798310908861701
2023-03-03,DR - Direct Response,Brand,paid social,8362.22,15389.53,9.031598799384916,9.64150766418667
2023-05-27,ATL - Above The Line,Brand,paid social,155.53,42161.33,5.053247684900132,10.649282447342802
2023-03-04,DR - Direct Response,Brand,app,699.26,12209.67,6.551451694652317,9.410065438654152
2022-09-08,DR - Direct Response,Title,app,355.82,14247.56,5.877231452946558,9.564411127959056
2024-03-05,DR - Direct Response,Title,ott,13026.08,14825.93,9.474785546770287,9.60420040089
2024-04-30,ATL - Above The Line,Title,youtube,2822.05,22339.43,7.945573139750908,10.014153320423627
2024-04-04,DR - Direct Response,Brand,youtube,3099.24,163109.63,8.039234806831352,12.002183961224748
2023-06-15,DR - Direct Response,Brand,paid social,430.78,6929.41,6.067916199268313,8.843674253493047
2023-06-17,DR - Direct Response,Brand,paid social,1848.87,101095.59,7.522870645333029,11.52383167545852
2023-08-01,DR - Direct Response,Title,youtube,800.48,57781.98,6.686460018525545,10.96444954762971
2024-05-01,ATL - Above The Line,Title,paid social,6345.05,132734.39,8.755587851090986,11.79611287655035
2023-01-23,DR - Direct Response,Title,app,530.78,640823.47,6.276229869978361,13.370510860648894
2022-11-26,ATL - Above The Line,Brand,paid social,35017.18,115864.19,10.463622634186656,11.660182639090104
2023-10-21,DR - Direct Response,Brand,display,154.29,69764.08,5.045294336581097,11.152888877032451
2023-09-17,DR - Direct Response,Title,youtube,740.63,7390.97,6.608850466507875,8.908149554871725
2023-03-04,ATL - Above The Line,Brand,paid social,65556.65,8388.91,11.090685187187862,9.034785072347697
2022-10-16,DR - Direct Response,Title,app,1447.87,39565.22,7.278539221249629,10.585731002902154
2023-11-02,DR - Direct Response,Brand,paid social,295.86,5020.48,5.6932606471966185,8.52147998995182
2022-12-25,ATL - Above The Line,Title,paid social,4715.99,51109.14,8.458926163290494,10.841738190948556
2024-03-22,DR - Direct Response,Title,youtube,1346.4,3239.35,7.205932088526559,8.083436627643486
2023-02-15,DR - Direct Response,Title,app,702.41,87563.45,6.555939936600754,11.380130372638675
2024-02-09,DR - Direct Response,Title,display,439.31,19965.78,6.087479024291217,9.9018251715462
2022-06-29,ATL - Above The Line,Brand,ott,469893.76,31301.26,13.060264033719942,10.35144557839447
2023-03-14,ATL - Above The Line,Brand,youtube,2016.72,13014.59,7.60972344004786,9.473903148710063
2023-06-06,ATL - Above The Line,Brand,display,98.26,4106.11,4.5977426701592945,8.320474897138183
2022-07-30,ATL - Above The Line,Title,paid social,47073.47,95113.63,10.759486094832129,11.462838074766815
2022-08-12,ATL - Above The Line,Title,paid social,9568.98,105254.44,9.166386394580657,11.564145436669737
2024-02-12,DR - Direct Response,Brand,ott,796.16,19378.09,6.68105541146515,9.871949928717953
2023-10-31,DR - Direct Response,Brand,paid social,589.33,53548.77,6.380681702571397,10.888366780815318
2022-07-16,DR - Direct Response,Brand,app,10709.85,18627.18,9.279012525371918,9.832430766928677
2022-08-29,DR - Direct Response,Brand,display,2033.66,36819.8,7.618084007750841,10.513818181873141
2023-04-04,ATL - Above The Line,Brand,paid social,98.18,59032.8,4.596936381060988,10.98586544020991
2022-09-01,ATL - Above The Line,Brand,youtube,79960.94,48107.04,11.289306050451081,10.781204593892705
2022-06-12,DR - Direct Response,Title,paid social,1450.88,105812.07,7.280614547341387,11.569429325748164
2023-10-25,ATL - Above The Line,Brand,paid social,47231.95,46391.48,10.762847021240256,10.744892656114235
2024-02-28,DR - Direct Response,Brand,youtube,31916.84,28356.36,10.37092038010115,10.252641887455482
2022-09-08,ATL - Above The Line,Title,paid social,521.36,12845.4,6.258357005352207,9.46081889543042
2023-12-31,ATL - Above The Line,Brand,print,20500.74,17060.15,9.928265039573342,9.744559227917973
2023-12-27,ATL - Above The Line,Brand,print,979.87,62125.58,6.888439932945158,11.0369291956711
2022-08-07,ATL - Above The Line,Launch,cinema,109.27,6112.66,4.702931903770587,8.718280890829245
2024-01-22,ATL - Above The Line,Title,bvod,1475.68,83579.53,7.29755160367568,11.33356587721176
2023-05-22,ATL - Above The Line,Brand,print,6509.58,20794.69,8.781183824936004,9.94250103267967
2024-02-05,ATL - Above The Line,Title,tv,1377.51,12129.34,7.228758484699418,9.403465031223755
2024-02-18,ATL - Above The Line,Title,ooh,1824.49,9158.4,7.509603723129441,9.122535953339408
2024-02-21,ATL - Above The Line,Title,digital audio,25020.42,54221.0,10.127487537006743,10.900842009130011
2023-06-06,ATL - Above The Line,Title,bvod,3848.77,27166.85,8.25576868523757,10.209789567894418
2024-02-28,ATL - Above The Line,Title,ctv,693.06,135666.77,6.54255841210117,11.817964308401685
2024-03-20,ATL - Above The Line,Title,ctv,11276.38,7766.56,9.330554228569765,8.957711365730448
2024-03-23,ATL - Above The Line,Title,olv,4537.33,15437.34,8.420314381955455,9.644609304845467
2022-10-25,ATL - Above The Line,Title,online display,33.51,25133.1,3.541249137109912,10.13198076884148
2022-10-26,ATL - Above The Line,Title,ctv,6880.67,12969.19,8.836616634030747,9.470408926393631
2023-07-15,ATL - Above The Line,Brand,partnership,6441.68,27738.45,8.770699881600715,10.230610866707593
2022-11-13,ATL - Above The Line,Title,cinema,3293.16,37983.03,8.099906482721275,10.544921087215316
2024-04-11,ATL - Above The Line,Title,ooh,15880.14,44818.3,9.67288752063756,10.710394129205289
2022-11-19,ATL - Above The Line,Title,ctv,943.5,124880.39,6.850655686941565,11.735119685812826
2022-11-18,ATL - Above The Line,Title,ctv,5829.43,7458.17,8.670846033056913,8.917199426954328
2022-11-26,ATL - Above The Line,Title,print,187.71,38685.06,5.2402114451410045,10.563234607409504
2022-11-24,ATL - Above The Line,Brand,online display,6621.6,14408.3,8.79824332106997,9.575629110436827
2023-08-12,ATL - Above The Line,Brand,partnership,107861.35,42435.39,11.588611156156192,10.655761527847046
2023-08-09,ATL - Above The Line,Title,partnership,527.18,42491.56,6.26943713470087,10.657084280764394
2022-12-01,ATL - Above The Line,Brand,tv,805.79,10245.21,6.69306341135773,9.234663160092351
2023-08-25,ATL - Above The Line,Brand,radio,881.56,11165.56,6.7828267751648825,9.320678876860619
2022-12-17,ATL - Above The Line,Brand,olv,4015.57,46055.93,8.29818358357105,10.737633518960529
2023-08-31,ATL - Above The Line,Brand,radio,466.14,28223.56,6.146628998609331,10.247947799879524
2023-09-08,ATL - Above The Line,Title,ctv,6792.99,22118.26,8.823793676832487,10.004204001188793
2022-12-29,ATL - Above The Line,Title,online display,14644.94,53337.43,9.591918442930936,10.884412363482049
2023-09-15,ATL - Above The Line,Title,olv,8331.46,57431.36,9.027914009690324,10.958363186519163
2023-01-10,ATL - Above The Line,Brand,digital audio,130.48,16207.4,4.8788547487960185,9.69328490535472
2023-10-07,ATL - Above The Line,Title,bvod,19140.95,11729.18,9.859637540695184,9.369920286798326
2023-10-15,ATL - Above The Line,Title,ooh,17244.6,7775.58,9.755312317459223,8.95887193183606
2023-10-22,ATL - Above The Line,Brand,ooh,14210.62,28509.49,9.561815218815537,10.258027368710971
2023-10-20,ATL - Above The Line,Brand,ooh,6224.66,6614.5,8.736434739809136,8.797170659482466
2023-02-25,ATL - Above The Line,Title,radio,4725.51,30459.83,8.460942365593656,10.324196874928862
2023-02-20,ATL - Above The Line,Title,radio,20471.14,93425.13,9.926820216425073,11.444926349544119
2023-11-17,ATL - Above The Line,Title,bvod,102259.64,19339.8,11.535280127171026,9.869972133198312
2023-11-19,ATL - Above The Line,Title,cinema,568.51,16100.88,6.344776341995586,9.686691314341783
2023-11-30,ATL - Above The Line,Title,online display,22232.84,204487.16,10.009370731581646,12.228265355478365
2023-12-10,ATL - Above The Line,Title,ctv,2718.03,125323.91,7.908030478039789,11.738664923998591
2022-07-19,ATL - Above The Line,Launch,bvod,2512.97,12804.5,7.829618455904767,9.45763004511847
2023-04-05,ATL - Above The Line,Title,partnership,198.31,31693.51,5.2948614015746465,10.36389875874705
2022-10-23,ATL - Above The Line,Title,digital audio,1899.29,38334.27,7.5497617850864644,10.554125639140228
2023-01-20,ATL - Above The Line,Brand,digital audio,524.9,33816.62,6.2651110805952985,10.428737247415691
2023-01-30,ATL - Above The Line,Brand,tv,1374.74,170167.94,7.226747047150957,12.044546987281029
2023-12-04,ATL - Above The Line,Brand,ctv,437.48,30089.42,6.083314200737861,10.3119621276523
2022-09-13,DR - Direct Response,Title,youtube,1412.33,34974.78,7.253703901064546,10.462411100929035
2024-01-06,ATL - Above The Line,Title,youtube,1525.76,55003.98,7.330903121942609,10.915179005570161
2022-12-11,ATL - Above The Line,Brand,ott,3781.7,90936.62,8.23819331934729,11.417929055934707
2023-08-24,DR - Direct Response,Brand,youtube,172.19,70554.48,5.154389257740952,11.164154629671895
2023-07-03,DR - Direct Response,Title,youtube,233.71,47293.72,5.458350709533451,10.764153940342188
2023-12-04,ATL - Above The Line,Title,youtube,6103.08,5773.73,8.716712679038302,8.661246781050274
2022-11-09,ATL - Above The Line,Brand,display,752.87,16896.13,6.625219939349886,9.734899064004487
2023-11-18,DR - Direct Response,Title,ott,22089.01,62712.18,10.002880749107586,11.04632691186707
2023-12-19,ATL - Above The Line,Title,paid social,4769.05,35439.63,8.470112066007744,10.475614181084719
2024-01-03,DR - Direct Response,Title,ott,9494.85,63135.5,9.158610140040059,11.053054328203046
2023-07-28,ATL - Above The Line,Title,paid social,40522.66,183001.68,10.609641280048548,12.117256076525067
2022-12-20,ATL - Above The Line,Title,youtube,1815.74,8467.18,7.504798965146933,9.04407088852388
2022-08-21,DR - Direct Response,Brand,paid social,1125.88,86314.5,7.0272080309971,11.36576446696978
2023-12-18,DR - Direct Response,Title,youtube,15317.14,19793.05,9.63679302600213,9.893136666471431
2023-06-11,ATL - Above The Line,Brand,paid social,7966.25,70444.92,8.983094668328233,11.162600602236012
2023-07-11,DR - Direct Response,Brand,app,2264.59,26452.18,7.7255904896478516,10.183131656902878
2022-11-03,DR - Direct Response,Brand,app,39139.92,232770.14,10.574923746039175,12.357811018082455
2024-02-29,DR - Direct Response,Title,ott,2165.01,31411.02,7.68064204435545,10.354945901193913
2024-03-15,DR - Direct Response,Title,paid social,3369.24,14501.5,8.122739237427835,9.58207632734022
2023-07-07,DR - Direct Response,Brand,ott,3299.72,42006.05,8.101895905474562,10.645592740321929
2023-02-02,DR - Direct Response,Brand,paid social,587.76,38152.63,6.3780186303243855,10.549376182906899
2023-11-08,ATL - Above The Line,Title,paid social,3653.09,86330.68,8.203602367176497,11.365951901251039
2023-08-04,DR - Direct Response,Title,paid social,39516.31,43210.18,10.584494082743534,10.673854537046513
2022-07-11,DR - Direct Response,Brand,paid social,7090.16,330019.9,8.866604216862722,12.706911264770525
2023-10-25,DR - Direct Response,Title,paid social,3358.85,24654.15,8.119651609103585,10.11274108259835
2024-04-23,DR - Direct Response,Title,ott,2371.53,24947.28,7.771712175293494,10.124560160927588
2023-11-04,DR - Direct Response,Brand,ott,5770.46,15044.16,8.660680360423656,9.618811623769977
2022-12-30,ATL - Above The Line,Title,paid social,12291.1,30042.33,9.416712058589884,10.310395951931492
2022-07-30,ATL - Above The Line,Brand,ott,9537.39,34758.81,9.163079987097513,10.456217113311455
