ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
DR - Direct Response,Brand,paid social,4401.77,46787.46,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.09408012317830462,205947637.80420002,8.389989167280287,10.753391870303016,0.08991394005498844,19.143132513882364
DR - Direct Response,Brand,paid social,1307.71,27233.58,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.048018292123180276,35613624.90180001,7.176797198202869,10.212242768366021,0.046901040062537334,17.388238872642706
DR - Direct Response,Brand,ott,1023.98,13043.82,False,False,False,Fall,ott_DR - Direct Response,ott_Brand,0.07850307655272766,13356610.8036,6.932428379187021,9.476146399085442,0.07557403946491319,16.40752208639398
DR - Direct Response,Brand,display,130.57,11222.46,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.011634703977559288,1465316.6021999998,4.879539029377747,9.32576150943461,0.011567541252873402,14.197582570247611
DR - Direct Response,Title,paid social,3289.75,34164.42,False,False,True,Fall,paid social_DR - Direct Response,paid social_Title,0.09629169761992155,112392400.695,8.098870781305518,10.438969300421917,0.09193330057830261,18.53750689256055
DR - Direct Response,Brand,ott,2887.25,9455.82,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.3053410492162499,27301316.294999998,7.968406061363128,9.154491453314229,0.26646434702679794,17.122445511555174
DR - Direct Response,Title,youtube,10330.23,9193.93,True,False,True,Fall,youtube_DR - Direct Response,youtube_Title,1.123592413690337,94975411.5039,9.242926625693292,9.126407524176383,0.7531091893393527,18.36912860031782
ATL - Above The Line,Title,paid social,3596.31,40912.36,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.08790277559153273,147133529.3916,8.187941622912309,10.619211939059026,0.08425178377130126,18.80685110243553
DR - Direct Response,Title,display,2499.71,25059.14,False,False,False,Winter,display_DR - Direct Response,display_Title,0.09975242566185433,62640582.8494,7.824329970535926,10.129033815026633,0.09508508689268368,17.95292393031539
ATL - Above The Line,Title,paid social,26576.9,70576.21,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.3765702352109868,1875696875.5490003,10.187835322374028,11.164462566836157,0.3195950687891845,21.352246094810333
DR - Direct Response,Brand,app,297.15,18002.31,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.016506215035737078,5349386.4165,5.697596715569115,9.798310908861701,0.016371468219798277,15.492492610727597
DR - Direct Response,Brand,paid social,8362.22,15389.53,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.5433707202234246,128690635.55659999,9.031598799384916,9.64150766418667,0.43396880390341586,18.67292191589168
ATL - Above The Line,Brand,paid social,155.53,42161.33,False,True,False,Spring,paid social_ATL - Above The Line,paid social_Brand,0.0036889253730847675,6557351.6549,5.053247684900132,10.649282447342802,0.003682137974896337,15.696097520764274
DR - Direct Response,Brand,app,699.26,12209.67,False,False,False,Spring,app_DR - Direct Response,app_Brand,0.05727099913429273,8537733.8442,6.551451694652317,9.410065438654152,0.05569105920612205,15.960006289856215
DR - Direct Response,Title,app,355.82,14247.56,False,False,True,Fall,app_DR - Direct Response,app_Title,0.02497410082849274,5069566.799199999,5.877231452946558,9.564411127959056,0.024667344786745912,15.438766125227545
DR - Direct Response,Title,ott,13026.08,14825.93,False,False,False,Spring,ott_DR - Direct Response,ott_Title,0.8786012074790587,193123750.2544,9.474785546770287,9.60420040089,0.6305274613328137,19.078841739598744
ATL - Above The Line,Title,youtube,2822.05,22339.43,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,0.1263259626588503,63042988.4315,7.945573139750908,10.014153320423627,0.11896097508777818,17.95932742357451
DR - Direct Response,Brand,youtube,3099.24,163109.63,False,False,False,Spring,youtube_DR - Direct Response,youtube_Brand,0.019000962726725575,505515889.68119997,8.039234806831352,12.002183961224748,0.01882269901612338,20.04109003150183
DR - Direct Response,Brand,paid social,430.78,6929.41,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.06216690887102942,2985051.2397999996,6.067916199268313,8.843674253493047,0.060311075132661755,14.909127805426222
DR - Direct Response,Brand,paid social,1848.87,101095.59,False,True,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.018288334832409603,186912603.48329997,7.522870645333029,11.52383167545852,0.0181231145985012,19.046151709869868
DR - Direct Response,Title,youtube,800.48,57781.98,False,False,False,Summer,youtube_DR - Direct Response,youtube_Title,0.01385345396609808,46253319.3504,6.686460018525545,10.96444954762971,0.013758372008697797,17.649643810705832
ATL - Above The Line,Title,paid social,6345.05,132734.39,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.04780260789988186,842206341.2695001,8.755587851090986,11.79611287655035,0.04669521691795712,20.551535604261584
DR - Direct Response,Title,app,530.78,640823.47,False,False,False,Winter,app_DR - Direct Response,app_Title,0.0008282780279567476,340136281.40659994,6.276229869978361,13.370510860648894,0.0008279351950052228,19.644856925871
ATL - Above The Line,Brand,paid social,35017.18,115864.19,False,False,True,Fall,paid social_ATL - Above The Line,paid social_Brand,0.3022260803791059,4057237196.7842,10.463622634186656,11.660182639090104,0.26407516955671845,22.12376808576289
DR - Direct Response,Brand,display,154.29,69764.08,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.002211596569466694,10763899.9032,5.045294336581097,11.152888877032451,0.0022091545895604643,16.1917085844692
DR - Direct Response,Title,youtube,740.63,7390.97,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,0.10020741526484345,5473974.1111,6.608850466507875,8.908149554871725,0.09549872136092434,15.51551562182416
ATL - Above The Line,Brand,paid social,65556.65,8388.91,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Brand,7.81468033391704,549948836.7514999,11.090685187187862,9.034785072347697,2.1764185513144656,20.125335809593953
DR - Direct Response,Title,app,1447.87,39565.22,False,False,False,Fall,app_DR - Direct Response,app_Title,0.03659451407069138,57285295.0814,7.278539221249629,10.585731002902154,0.035940834525904894,17.863554535864193
DR - Direct Response,Brand,paid social,295.86,5020.48,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.05893062017974378,1485359.2127999999,5.6932606471966185,8.52147998995182,0.057259550006383234,14.211167868346275
ATL - Above The Line,Title,paid social,4715.99,51109.14,True,True,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.09227292809074854,241030193.14859998,8.458926163290494,10.841738190948556,0.08826078024341423,19.30043277053083
DR - Direct Response,Title,youtube,1346.4,3239.35,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.4156389399107846,4361460.84,7.205932088526559,8.083436627643486,0.34758097681837485,15.288317843533632
DR - Direct Response,Title,app,702.41,87563.45,False,False,True,Winter,app_DR - Direct Response,app_Title,0.008021725959861106,61505442.9145,6.555939936600754,11.380130372638675,0.007989722948511089,17.934636247794135
DR - Direct Response,Title,display,439.31,19965.78,False,True,False,Winter,display_DR - Direct Response,display_Title,0.022003147385176038,8771166.8118,6.087479024291217,9.9018251715462,0.021764571410015286,15.986980515323745
ATL - Above The Line,Brand,ott,469893.76,31301.26,False,False,False,Summer,ott_ATL - Above The Line,ott_Brand,15.01197587573152,14708266754.1376,13.060264033719942,10.35144557839447,2.77333693449239,23.411675536958633
ATL - Above The Line,Brand,youtube,2016.72,13014.59,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Brand,0.1549583966917129,26246783.9448,7.60972344004786,9.473903148710063,0.14406432314467943,17.083054061207495
ATL - Above The Line,Brand,display,98.26,4106.11,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.02393019183606869,403466.3686,4.5977426701592945,8.320474897138183,0.023648352258408074,12.907850892542113
ATL - Above The Line,Title,paid social,47073.47,95113.63,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.4949182362191412,4477328608.3961,10.759486094832129,11.462838074766815,0.40207151385480233,22.222292412974685
ATL - Above The Line,Title,paid social,9568.98,105254.44,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.09091283940135922,1007177631.2712,9.166386394580657,11.564145436669737,0.08701481310163894,20.73041783261541
DR - Direct Response,Brand,ott,796.16,19378.09,False,False,True,Winter,ott_DR - Direct Response,ott_Brand,0.04108557654546965,15428060.134399999,6.68105541146515,9.871949928717953,0.04026399234964794,16.55169856086398
DR - Direct Response,Brand,paid social,589.33,53548.77,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.011005481545141001,31557896.6241,6.380681702571397,10.888366780815318,0.010945361927830752,17.2673344365171
DR - Direct Response,Brand,app,10709.85,18627.18,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.574958206234116,199494303.72300002,9.279012525371918,9.832430766928677,0.454228736201147,19.111296246132312
DR - Direct Response,Brand,display,2033.66,36819.8,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0552327823616641,74878954.46800001,7.618084007750841,10.513818181873141,0.05376138937741457,18.131383440623924
ATL - Above The Line,Brand,paid social,98.18,59032.8,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Brand,0.0016631432017454703,5795840.3040000005,4.596936381060988,10.98586544020991,0.0016617617106236549,15.572651201785614
ATL - Above The Line,Brand,youtube,79960.94,48107.04,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Brand,1.6621463303499862,3846684139.0176,11.289306050451081,10.781204593892705,0.9791326885410033,22.07047735181352
DR - Direct Response,Title,paid social,1450.88,105812.07,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.013711857257872377,153520616.12160003,7.280614547341387,11.569429325748164,0.013618700346658543,18.84934542946804
ATL - Above The Line,Brand,paid social,47231.95,46391.48,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,1.018116904224655,2191160063.7860003,10.762847021240256,10.744892656114235,0.7021648509892031,21.507696950475975
DR - Direct Response,Brand,youtube,31916.84,28356.36,False,False,False,Winter,youtube_DR - Direct Response,youtube_Brand,1.1255619550605225,905045405.1024001,10.37092038010115,10.252641887455482,0.7540362168560362,20.623495672894443
ATL - Above The Line,Title,paid social,521.36,12845.4,False,False,True,Fall,paid social_ATL - Above The Line,paid social_Title,0.040587291948868856,6697077.744,6.258357005352207,9.46081889543042,0.03978525756508221,15.717181980923703
ATL - Above The Line,Brand,print,20500.74,17060.15,False,True,False,Winter,print_ATL - Above The Line,print_Brand,1.2016740767226548,349745699.51100004,9.928265039573342,9.744559227917973,0.7892180149580419,19.672716878399278
ATL - Above The Line,Brand,print,979.87,62125.58,False,False,True,Winter,print_ATL - Above The Line,print_Brand,0.01577240808053623,60874992.0746,6.888439932945158,11.0369291956711,0.015649316268048795,17.92433302560275
ATL - Above The Line,Launch,cinema,109.27,6112.66,False,False,False,Summer,cinema_ATL - Above The Line,cinema_Launch,0.017876014697365796,667930.3582,4.702931903770587,8.718280890829245,0.017718117682829986,13.411940690053273
ATL - Above The Line,Title,bvod,1475.68,83579.53,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Title,0.017655997826262006,123336640.8304,7.29755160367568,11.33356587721176,0.017501941400062674,18.630428100226524
ATL - Above The Line,Brand,print,6509.58,20794.69,False,False,False,Spring,print_ATL - Above The Line,print_Brand,0.313040492548819,135364698.1302,8.781183824936004,9.94250103267967,0.27234543456242793,18.723483169016003
ATL - Above The Line,Title,tv,1377.51,12129.34,False,False,False,Winter,tv_ATL - Above The Line,tv_Title,0.11356842169483253,16708287.1434,7.228758484699418,9.403465031223755,0.10756965324088073,16.631415450284827
ATL - Above The Line,Title,ooh,1824.49,9158.4,False,True,False,Winter,ooh_ATL - Above The Line,ooh_Title,0.199214928371768,16709409.216,7.509603723129441,9.122535953339408,0.18166711633764687,16.631482604676393
ATL - Above The Line,Title,digital audio,25020.42,54221.0,False,False,True,Winter,digital audio_ATL - Above The Line,digital audio_Title,0.4614525737260471,1356632192.82,10.127487537006743,10.900842009130011,0.37943085463281695,21.028271137449277
ATL - Above The Line,Title,bvod,3848.77,27166.85,False,False,False,Summer,bvod_ATL - Above The Line,bvod_Title,0.1416715592716859,104558957.2745,8.25576868523757,10.209789567894418,0.13249346853034372,18.46526166428589
ATL - Above The Line,Title,ctv,693.06,135666.77,False,False,False,Winter,ctv_ATL - Above The Line,ctv_Title,0.005108546477519882,94025211.61619999,6.54255841210117,11.817964308401685,0.005095542124056321,18.35907352359118
ATL - Above The Line,Title,ctv,11276.38,7766.56,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Title,1.4519143610556022,87578681.8528,9.330554228569765,8.957711365730448,0.8968690913040007,18.28804817986385
ATL - Above The Line,Title,olv,4537.33,15437.34,False,False,False,Spring,olv_ATL - Above The Line,olv_Title,0.29391915964797044,70044305.9022,8.420314381955455,9.644609304845467,0.2576757209030415,18.064638555527345
ATL - Above The Line,Title,online display,33.51,25133.1,False,False,False,Fall,online display_ATL - Above The Line,online display_Title,0.0013333015027990976,842210.1809999999,3.541249137109912,10.13198076884148,0.0013324134456280787,13.643786070565795
ATL - Above The Line,Title,ctv,6880.67,12969.19,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.5305396867499049,89236716.5573,8.836616634030747,9.470408926393631,0.42562040964531883,18.3068031446614
ATL - Above The Line,Brand,partnership,6441.68,27738.45,False,False,False,Summer,partnership_ATL - Above The Line,partnership_Brand,0.23222927020075024,178682218.59600002,8.770699881600715,10.230610866707593,0.20882494373979357,19.00111947655595
ATL - Above The Line,Title,cinema,3293.16,37983.03,False,False,True,Fall,cinema_ATL - Above The Line,cinema_Title,0.08670082402588734,125084195.07479998,8.099906482721275,10.544921087215316,0.08314633936915246,18.64449763711946
ATL - Above The Line,Title,ooh,15880.14,44818.3,False,False,False,Spring,ooh_ATL - Above The Line,ooh_Title,0.3543226762282371,711720878.562,9.67288752063756,10.710394129205289,0.3033014594127744,20.38319636942803
ATL - Above The Line,Title,ctv,943.5,124880.39,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.007555229447954158,117824647.965,6.850655686941565,11.735119685812826,0.007526831646856788,18.58470805147831
ATL - Above The Line,Title,ctv,5829.43,7458.17,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.7816166700410423,43476879.943100005,8.670846033056913,8.917199426954328,0.5775211936982535,17.58773988220489
ATL - Above The Line,Title,print,187.71,38685.06,False,False,True,Fall,print_ATL - Above The Line,print_Title,0.004852260795252742,7261572.6126,5.2402114451410045,10.563234607409504,0.004840526521036876,15.798107114360697
ATL - Above The Line,Brand,online display,6621.6,14408.3,True,False,False,Fall,online display_ATL - Above The Line,online display_Brand,0.45956844318899526,95405999.28,8.79824332106997,9.575629110436827,0.378140805168987,18.373652030457414
ATL - Above The Line,Brand,partnership,107861.35,42435.39,False,False,False,Summer,partnership_ATL - Above The Line,partnership_Brand,2.5417782186048017,4577138453.1765,11.588611156156192,10.655761527847046,1.2646289226641765,22.244339848144335
ATL - Above The Line,Title,partnership,527.18,42491.56,False,False,False,Summer,partnership_ATL - Above The Line,partnership_Title,0.012406699118601434,22400700.600799996,6.26943713470087,10.657084280764394,0.01233036673391024,16.924602837799046
ATL - Above The Line,Brand,tv,805.79,10245.21,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.07865041321749383,8255487.765899999,6.69306341135773,9.234663160092351,0.07571064232205246,15.926388842051209
ATL - Above The Line,Brand,radio,881.56,11165.56,False,False,False,Summer,radio_ATL - Above The Line,radio_Brand,0.07895349628679618,9843111.0736,6.7828267751648825,9.320678876860619,0.07599158644711711,16.102282486668646
ATL - Above The Line,Brand,olv,4015.57,46055.93,False,False,False,Winter,olv_ATL - Above The Line,olv_Brand,0.08718898956117052,184940810.8301,8.29818358357105,10.737633518960529,0.08359545646831505,19.035546395798626
ATL - Above The Line,Brand,radio,466.14,28223.56,False,False,False,Summer,radio_ATL - Above The Line,radio_Brand,0.016515988769666194,13156130.2584,6.146628998609331,10.247947799879524,0.01638108319981266,16.392398463316415
ATL - Above The Line,Title,ctv,6792.99,22118.26,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.3071213558390217,150249118.9974,8.823793676832487,10.004204001188793,0.26782728101192754,18.827805274439978
ATL - Above The Line,Title,online display,14644.94,53337.43,False,True,True,Winter,online display_ATL - Above The Line,online display_Title,0.2745715344740082,781123462.1042,9.591918442930936,10.884412363482049,0.24261007073953203,20.476243778670153
ATL - Above The Line,Title,olv,8331.46,57431.36,False,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.1450681300251291,478487078.58559996,9.027914009690324,10.958363186519163,0.1354641374413699,19.986139766581754
ATL - Above The Line,Brand,digital audio,130.48,16207.4,False,False,False,Winter,digital audio_ATL - Above The Line,digital audio_Brand,0.008050643533200882,2114741.5519999997,4.8788547487960185,9.69328490535472,0.008018409987507642,14.564443638230752
ATL - Above The Line,Title,bvod,19140.95,11729.18,False,True,False,Fall,bvod_ATL - Above The Line,bvod_Title,1.631908624473322,224507647.921,9.859637540695184,9.369920286798326,0.9677092957150224,19.229420335483777
ATL - Above The Line,Title,ooh,17244.6,7775.58,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Title,2.217789541101757,134086766.86799999,9.755312317459223,8.95887193183606,1.1686946459037513,18.71399766976664
ATL - Above The Line,Brand,ooh,14210.62,28509.49,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.498452269752984,405137528.78380007,9.561815218815537,10.258027368710971,0.4044327552506006,19.819737147139758
ATL - Above The Line,Brand,ooh,6224.66,6614.5,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.9410628165394209,41173013.57,8.736434739809136,8.797170659482466,0.6632356666407514,17.533293613557557
ATL - Above The Line,Title,radio,4725.51,30459.83,False,False,False,Winter,radio_ATL - Above The Line,radio_Title,0.155139079896375,143938231.2633,8.460942365593656,10.324196874928862,0.1442207522190901,18.784894822902103
ATL - Above The Line,Title,radio,20471.14,93425.13,True,False,False,Winter,radio_ATL - Above The Line,radio_Title,0.21911813234833066,1912518915.7482,9.926820216425073,11.444926349544119,0.19812775503124533,21.37168701472622
ATL - Above The Line,Title,bvod,102259.64,19339.8,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Title,5.28752313881219,1977680985.672,11.535280127171026,9.869972133198312,1.8385672155482613,21.405190776387517
ATL - Above The Line,Title,cinema,568.51,16100.88,False,False,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.03530925017763004,9153511.2888,6.344776341995586,9.686691314341783,0.03470017452991505,16.029648220297023
ATL - Above The Line,Title,online display,22232.84,204487.16,False,False,False,Fall,online display_ATL - Above The Line,online display_Title,0.10872487054932936,4546330310.3344,10.009370731581646,12.228265355478365,0.1032105897167816,22.237586219511563
ATL - Above The Line,Title,ctv,2718.03,125323.91,False,False,False,Winter,ctv_ATL - Above The Line,ctv_Title,0.021688040215151284,340634147.09730005,7.908030478039789,11.738664923998591,0.0214562007770805,19.64631957982056
ATL - Above The Line,Launch,bvod,2512.97,12804.5,False,False,False,Summer,bvod_ATL - Above The Line,bvod_Launch,0.19625678472412042,32177324.365,7.829618455904767,9.45763004511847,0.1791973354296499,17.286772581251412
ATL - Above The Line,Title,partnership,198.31,31693.51,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Title,0.006257116993352898,6285139.9681,5.2948614015746465,10.36389875874705,0.006237622514049264,15.653698829046917
ATL - Above The Line,Title,digital audio,1899.29,38334.27,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Title,0.04954548501901823,72807895.66829999,7.5497617850864644,10.554125639140228,0.04835719904309859,18.1033349780028
ATL - Above The Line,Brand,digital audio,524.9,33816.62,False,False,False,Winter,digital audio_ATL - Above The Line,digital audio_Brand,0.015521953406342796,17750343.838,6.2651110805952985,10.428737247415691,0.015402720126976186,16.691915501189946
ATL - Above The Line,Brand,tv,1374.74,170167.94,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.008078725052439372,233936673.83560002,7.226747047150957,12.044546987281029,0.008046266849946984,19.270561016336995
ATL - Above The Line,Brand,ctv,437.48,30089.42,False,False,False,Winter,ctv_ATL - Above The Line,ctv_Brand,0.014539329771062388,13163519.4616,6.083314200737861,10.3119621276523,0.014434647172565188,16.39295996036605
DR - Direct Response,Title,youtube,1412.33,34974.78,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,0.04038138338539942,49395931.03739999,7.253703901064546,10.462411100929035,0.039587360723498694,17.715378631346365
ATL - Above The Line,Title,youtube,1525.76,55003.98,False,False,False,Winter,youtube_ATL - Above The Line,youtube_Title,0.02773908360813163,83922872.5248,7.330903121942609,10.915179005570161,0.027361325098119015,18.245408762705374
ATL - Above The Line,Brand,ott,3781.7,90936.62,False,False,False,Winter,ott_ATL - Above The Line,ott_Brand,0.041586106895110025,343895015.854,8.23819331934729,11.417929055934707,0.04074465414887133,19.655846985195737
DR - Direct Response,Brand,youtube,172.19,70554.48,False,False,False,Summer,youtube_DR - Direct Response,youtube_Brand,0.0024405253925760635,12148775.9112,5.154389257740952,11.164154629671895,0.002437552147018451,16.312739056938838
DR - Direct Response,Title,youtube,233.71,47293.72,False,True,False,Summer,youtube_DR - Direct Response,youtube_Title,0.004941670902606096,11053015.3012,5.458350709533451,10.764153940342188,0.004929500923837272,16.21821391711332
ATL - Above The Line,Title,youtube,6103.08,5773.73,False,False,False,Winter,youtube_ATL - Above The Line,youtube_Title,1.0570428475179823,35237536.0884,8.716712679038302,8.661246781050274,0.7212694405549861,17.37762246693038
ATL - Above The Line,Brand,display,752.87,16896.13,False,True,False,Fall,display_ATL - Above The Line,display_Brand,0.04455872439428437,12720589.3931,6.625219939349886,9.734899064004487,0.04359452292738941,16.358732529351016
DR - Direct Response,Title,ott,22089.01,62712.18,False,False,False,Fall,ott_DR - Direct Response,ott_Title,0.3522283868939016,1385249971.1418,10.002880749107586,11.04632691186707,0.3017538885718973,21.04914644560114
ATL - Above The Line,Title,paid social,4769.05,35439.63,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.1345682785062937,169013367.4515,8.470112066007744,10.475614181084719,0.12625220721373698,18.94548837302216
DR - Direct Response,Title,ott,9494.85,63135.5,False,False,True,Winter,ott_DR - Direct Response,ott_Title,0.15038845023798023,599462102.1750001,9.158610140040059,11.053054328203046,0.14009966815502184,20.21154331638037
ATL - Above The Line,Title,paid social,40522.66,183001.68,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.22143326771644942,7415714858.0688,10.609641280048548,12.117256076525067,0.20002497880001602,22.726867215046386
ATL - Above The Line,Title,youtube,1815.74,8467.18,False,False,False,Winter,youtube_ATL - Above The Line,youtube_Title,0.21444447856311075,15374197.4132,7.504798965146933,9.04407088852388,0.19428675294628017,16.54820123457091
DR - Direct Response,Brand,paid social,1125.88,86314.5,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.01304392657085426,97179769.26,7.0272080309971,11.36576446696978,0.012959587180160402,18.392073122872556
DR - Direct Response,Title,youtube,15317.14,19793.05,False,False,False,Winter,youtube_DR - Direct Response,youtube_Title,0.7738645635715566,303172917.877,9.63679302600213,9.893136666471431,0.5731605357483411,19.529813890055433
ATL - Above The Line,Brand,paid social,7966.25,70444.92,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.11308480441173047,561181843.9499999,8.983094668328233,11.162600602236012,0.10713526383076828,20.14555555525946
DR - Direct Response,Brand,app,2264.59,26452.18,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.0856107133703158,59903342.306200005,7.7255904896478516,10.183131656902878,0.08214269810655207,17.90824287632275
DR - Direct Response,Brand,app,39139.92,232770.14,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.16814837160814525,9110604657.9888,10.574923746039175,12.357811018082455,0.155419906824772,22.932704919120926
DR - Direct Response,Title,ott,2165.01,31411.02,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.06892517339456027,68005172.41020001,7.68064204435545,10.354945901193913,0.06665363276847007,18.035094339808243
DR - Direct Response,Title,paid social,3369.24,14501.5,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.23233734441264695,48859033.86,8.122739237427835,9.58207632734022,0.20891264614663876,17.704449870426444
DR - Direct Response,Brand,ott,3299.72,42006.05,False,False,True,Summer,ott_DR - Direct Response,ott_Brand,0.07855344646783022,138608203.306,8.101895905474562,10.645592740321929,0.07562074191760663,18.74716183709516
DR - Direct Response,Brand,paid social,587.76,38152.63,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.01540549105002722,22424589.808799997,6.3780186303243855,10.549376182906899,0.015288031286898587,16.925668718643433
ATL - Above The Line,Title,paid social,3653.09,86330.68,False,True,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.04231508427826586,315373743.8012,8.203602367176497,11.365951901251039,0.04144428176651311,19.5692689848976
DR - Direct Response,Title,paid social,39516.31,43210.18,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.9145138946424198,1707506868.0358,10.584494082743534,10.673854537046513,0.649463749491754,21.258300172262505
DR - Direct Response,Brand,paid social,7090.16,330019.9,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.021484037780752006,2339893894.184,8.866604216862722,12.706911264770525,0.021256508898678073,21.573371421349492
DR - Direct Response,Title,paid social,3358.85,24654.15,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.1362387265429958,82809591.7275,8.119651609103585,10.11274108259835,0.12772344482600465,18.23205446684177
DR - Direct Response,Title,ott,2371.53,24947.28,False,False,False,Spring,ott_DR - Direct Response,ott_Title,0.09506166604134801,59163222.9384,7.771712175293494,10.124560160927588,0.09081067770227255,17.89581068956209
DR - Direct Response,Brand,ott,5770.46,15044.16,False,False,False,Fall,ott_DR - Direct Response,ott_Brand,0.3835681088209644,86811723.5136,8.660680360423656,9.618811623769977,0.3246657483941335,18.279252245550243
ATL - Above The Line,Title,paid social,12291.1,30042.33,False,True,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.4091260564676575,369253282.263,9.416712058589884,10.310395951931492,0.34296969411537936,19.726993371043747
ATL - Above The Line,Brand,ott,9537.39,34758.81,False,False,False,Summer,ott_ATL - Above The Line,ott_Brand,0.2743877019955516,331508326.90589994,9.163079987097513,10.456217113311455,0.24246582953226195,19.619163489162727
DR - Direct Response,Title,paid social,1744.57,36551.95,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.04772850696064095,63767435.41149999,7.464836428863297,10.506517173275247,0.046624494093804036,17.970753216942384
ATL - Above The Line,Brand,paid social,5707.42,29490.59,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.19353359834442105,168315183.1778,8.649697556828816,10.291860416937768,0.1769183175060185,18.941348875993334
DR - Direct Response,Brand,display,7552.15,14954.87,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.504996031393118,112941421.4705,8.929719973774661,9.612859143895546,0.408790261249268,18.54237985705173
DR - Direct Response,Brand,ott,515.57,11385.94,False,False,False,Spring,ott_DR - Direct Response,ott_Brand,0.045281285515293423,5870249.0858000005,6.247210806966204,9.34022236363013,0.04428602193819898,15.585407794951267
DR - Direct Response,Brand,display,4302.47,18923.16,False,False,True,Summer,display_DR - Direct Response,display_Brand,0.22736530262387467,81416328.2052,8.367176952995171,9.848194691587416,0.20486984156878207,18.215086415340867
DR - Direct Response,Brand,pmax,64.21,86629.11,False,False,False,Summer,pmax_DR - Direct Response,pmax_Brand,0.0007412058140733524,5562455.1531,4.177612831405111,11.369402724651358,0.0007409312567045799,15.5315503228368
