REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE ,CHANNEL,COST,FREE TRIALS
2/21/2023,ATL - Above The Line,Title,radio,96131.85,27319.46
11/9/2023,ATL - Above The Line,Title,online display,4881.41,11517.9
11/13/2023,ATL - Above The Line,Title,cinema,696.23,130918.81
6/27/2022,ATL - Above The Line,Launch,cinema,4729.28,101368.35
12/1/2023,ATL - Above The Line,Title,digital audio,1682.03,139718.68
7/8/2022,ATL - Above The Line,Launch,cinema,5707.18,54715.38
7/13/2022,ATL - Above The Line,Launch,cinema,9056.36,26765.57
7/11/2022,ATL - Above The Line,Title,online display,28168.9,139246.18
12/14/2023,ATL - Above The Line,Title,online display,3039.5,13924.9
12/12/2023,ATL - Above The Line,Title,digital audio,61184.3,11505.98
7/21/2022,ATL - Above The Line,Launch,bvod,16354.96,15080.03
12/20/2023,ATL - Above The Line,Brand,cinema,885.67,46577.54
8/1/2023,ATL - Above The Line,Title,online display,171463.28,12836.56
8/6/2023,ATL - Above The Line,Brand,digital audio,5730.27,23590.52
2/23/2023,ATL - Above The Line,Title,online display,703.36,5529.15
12/10/2023,ATL - Above The Line,Brand,paid social,62744.77,44666.32
7/22/2022,ATL - Above The Line,Launch,ooh,135093.24,6019.72
9/30/2022,ATL - Above The Line,Title,youtube,2991.93,10823.64
9/14/2023,DR - Direct Response,Title,ott,1279.45,93456.09
1/20/2024,DR - Direct Response,Title,ott,2326.56,90065.09
7/10/2022,DR - Direct Response,Title,paid social,11537.89,40129.66
2/11/2024,DR - Direct Response,Title,ott,31883.54,36349.16
8/6/2023,DR - Direct Response,Brand,ott,8893.07,16185.8
5/23/2023,DR - Direct Response,Title,app,3815.77,12698.28
9/9/2023,DR - Direct Response,Title,paid social,47440.43,19170.2
3/26/2023,DR - Direct Response,Brand,ott,1805.53,6040.58
9/14/2023,DR - Direct Response,Brand,ott,20416.89,35512.56
9/26/2023,DR - Direct Response,Title,paid social,1888.1,28952.6
8/11/2023,DR - Direct Response,Title,paid social,6913.91,10809.97
2/24/2024,DR - Direct Response,Title,app,2587.12,132961.32
3/29/2024,DR - Direct Response,Title,youtube,2871.16,50673.97
6/20/2023,DR - Direct Response,Brand,paid social,1606.95,55179.67
3/1/2023,DR - Direct Response,Brand,app,35982.1,16909.65
9/24/2022,ATL - Above The Line,Brand,youtube,845.85,27531.99
9/28/2022,DR - Direct Response,Brand,app,834.76,51724.55
8/16/2023,DR - Direct Response,Brand,app,146053.22,32134.24
11/22/2023,DR - Direct Response,Title,display,18551.8,137465.99
4/28/2023,DR - Direct Response,Title,youtube,42.87,22472.34
7/29/2022,DR - Direct Response,Brand,app,1144.79,16620.09
2/23/2024,DR - Direct Response,Title,youtube,120.61,52082.72
12/3/2023,DR - Direct Response,Title,youtube,570.93,7754.33
7/24/2023,DR - Direct Response,Brand,paid social,11,69668.28
4/7/2023,DR - Direct Response,Brand,paid social,2480,7478.85
9/20/2023,DR - Direct Response,Brand,ott,404.26,52309.5
1/6/2023,DR - Direct Response,Title,paid social,3538.35,14389.08
9/3/2022,DR - Direct Response,Title,paid social,169,44464.57
1/4/2023,DR - Direct Response,Brand,paid social,3688.38,68493.61
10/18/2022,DR - Direct Response,Title,youtube,1501.7,32154.84
6/22/2022,ATL - Above The Line,Brand,display,47779.12,8276.93
10/1/2022,ATL - Above The Line,Title,youtube,40571.3,11214.69
11/12/2023,ATL - Above The Line,Brand,paid social,13106.34,13274.48
7/24/2022,DR - Direct Response,Brand,youtube,1761.18,4120.63
1/30/2023,DR - Direct Response,Brand,paid social,114341.12,85416.05
9/10/2023,DR - Direct Response,Brand,youtube,192.49,30787.84
11/29/2023,DR - Direct Response,Title,app,252.1,8826.57
6/23/2022,DR - Direct Response,Brand,display,2729.99,118713.5
9/25/2022,DR - Direct Response,Brand,paid social,185697.58,13643.4
11/16/2022,ATL - Above The Line,Brand,paid social,2204.07,35445.8
8/25/2023,ATL - Above The Line,Brand,paid social,2281.35,12048.53
5/26/2023,DR - Direct Response,Brand,display,235.24,3641.46
12/17/2023,DR - Direct Response,Brand,display,17513.19,7015.76
6/17/2022,DR - Direct Response,Title,paid social,17743.77,17581.55
2/12/2023,ATL - Above The Line,Title,paid social,13194.87,67874.97
8/27/2023,DR - Direct Response,Brand,ott,1019.97,39026.96
10/7/2023,DR - Direct Response,Brand,youtube,886.84,31731.42
4/20/2024,ATL - Above The Line,Title,display,307.71,3671.65
4/13/2023,DR - Direct Response,Brand,display,3694.78,98550.49
9/7/2022,ATL - Above The Line,Title,paid social,451.75,34502.49
8/4/2022,ATL - Above The Line,Brand,youtube,379.18,24456.78
1/20/2024,DR - Direct Response,Title,display,1478.1,85840.77
11/16/2022,ATL - Above The Line,Brand,ott,1313.36,96342.74
11/14/2023,DR - Direct Response,Brand,pmax,1202.58,87770.69
7/12/2022,DR - Direct Response,Brand,app,7370.41,21517.29
4/14/2023,ATL - Above The Line,Title,cinema,3662.75,10076.48
8/4/2022,ATL - Above The Line,Launch,olv,1887.78,74333.71
4/19/2023,ATL - Above The Line,Title,online display,4418.82,7011.45
8/20/2022,ATL - Above The Line,Launch,radio,530.36,194370.44
1/19/2024,ATL - Above The Line,Brand,partnership,3840.34,28353.94
8/27/2022,ATL - Above The Line,Launch,paid social,4167.73,9512.67
1/27/2024,ATL - Above The Line,Title,ctv,210.66,8013.5
5/17/2023,ATL - Above The Line,Brand,digital audio,19159.13,7654.2
2/2/2024,ATL - Above The Line,Title,online display,646.96,31736.44
5/24/2023,ATL - Above The Line,Title,ctv,3737.96,27392.55
2/5/2024,ATL - Above The Line,Brand,partnership,25979.8,7980.99
9/12/2022,ATL - Above The Line,Title,paid social,16884.52,19281.77
2/18/2024,ATL - Above The Line,Title,olv,3378.74,6991.21
11/1/2022,ATL - Above The Line,Brand,online display,1650.72,49786.69
8/19/2023,ATL - Above The Line,Brand,partnership,17563.28,26099.76
8/19/2023,ATL - Above The Line,Title,ooh,10733.5,18861.97
12/7/2022,ATL - Above The Line,Brand,online display,1040.15,7573.97
12/7/2022,ATL - Above The Line,Title,tv,756.33,20401.92
1/12/2023,ATL - Above The Line,Brand,tv,75.39,18187.12
10/2/2023,ATL - Above The Line,Brand,olv,4193.61,37915.5
1/29/2023,ATL - Above The Line,Brand,tv,2735.35,32596.35
1/25/2023,ATL - Above The Line,Brand,tv,24689.57,61014.57
10/13/2023,ATL - Above The Line,Brand,paid social,6071.66,16956.58
2/11/2023,ATL - Above The Line,Title,bvod,35298.61,4266.12
2/14/2023,ATL - Above The Line,Title,bvod,901.92,74495.67
11/2/2023,ATL - Above The Line,Title,print,24777.03,10781.69
11/11/2023,ATL - Above The Line,Title,ctv,1222.41,9083.45
6/26/2022,ATL - Above The Line,Launch,ooh,12924.29,26401.93
11/22/2023,ATL - Above The Line,Brand,print,228.19,37332.25
3/25/2023,ATL - Above The Line,Brand,partnership,4854.73,16187.8
12/10/2023,ATL - Above The Line,Brand,ooh,88.31,16060.75
3/31/2023,ATL - Above The Line,Brand,partnership,1960.78,18624.66
12/12/2023,ATL - Above The Line,Brand,tv,7031.35,114144.07
4/8/2023,ATL - Above The Line,Title,bvod,1240.07,27494.79
12/22/2023,ATL - Above The Line,Title,ctv,476.86,10441.87
7/26/2022,ATL - Above The Line,Launch,tv,14625.88,10549.03
5/30/2023,ATL - Above The Line,Brand,radio,2634.72,21435.49
10/8/2022,ATL - Above The Line,Launch,cinema,1312.38,34996.65
8/18/2023,ATL - Above The Line,Brand,print,3425.18,44795.65
1/26/2023,ATL - Above The Line,Brand,bvod,370471.72,31224.8
1/28/2023,ATL - Above The Line,Brand,tv,25473.24,11849.56
2/24/2023,ATL - Above The Line,Title,bvod,25893.75,18019.83
3/12/2024,ATL - Above The Line,Title,ctv,6970.6,57557.62
1/14/2023,DR - Direct Response,Title,youtube,4288.94,8733.46
2/18/2023,DR - Direct Response,Brand,youtube,42.03,17279.76
2/18/2023,ATL - Above The Line,Brand,paid social,932.35,50195.89
10/31/2023,DR - Direct Response,Title,display,1333.87,66326.07
12/30/2023,DR - Direct Response,Brand,display,107.67,22718.74
9/30/2023,DR - Direct Response,Brand,display,393.12,18251.47
5/3/2023,DR - Direct Response,Brand,paid social,88.93,7319.99
1/14/2024,DR - Direct Response,Title,app,2963.45,46707.06
10/11/2022,DR - Direct Response,Brand,display,13921.31,103483.1
12/9/2022,DR - Direct Response,Brand,display,23412.8,361228.94
8/9/2022,DR - Direct Response,Brand,ott,6714.2,40621
3/19/2023,DR - Direct Response,Brand,paid social,557.99,26197.15
11/6/2022,DR - Direct Response,Brand,paid social,97.11,10958.55
6/9/2023,ATL - Above The Line,Brand,paid social,133.23,4187.92
7/1/2023,DR - Direct Response,Brand,ott,321.42,32923
11/8/2022,DR - Direct Response,Brand,ott,638.34,291212.79
10/27/2022,DR - Direct Response,Title,paid social,2380.19,98622.29
9/8/2022,ATL - Above The Line,Brand,youtube,509.13,84486.17
8/28/2023,DR - Direct Response,Title,paid social,5855.54,35269.56
3/29/2023,DR - Direct Response,Brand,ott,2088.13,39538.76
7/19/2022,DR - Direct Response,Brand,app,3236.73,2424.64
7/23/2023,DR - Direct Response,Title,app,24871.13,59232.76
8/4/2022,ATL - Above The Line,Title,paid social,377.26,15419.13
5/6/2023,DR - Direct Response,Title,paid social,6761.88,13637.94
7/14/2022,DR - Direct Response,Brand,paid social,3096.61,19934.63
6/20/2023,DR - Direct Response,Brand,app,1739.47,19271.17
6/20/2022,ATL - Above The Line,Brand,paid social,15696.5,13422.06
11/22/2022,DR - Direct Response,Title,app,15520.63,27955
1/26/2023,ATL - Above The Line,Title,paid social,575.27,15748.33
10/20/2023,DR - Direct Response,Title,display,2285.82,30487.17
4/24/2024,DR - Direct Response,Title,paid social,5275.76,6203.14
11/13/2023,DR - Direct Response,Brand,ott,1940.11,22242.04
9/13/2022,DR - Direct Response,Title,app,9129.46,9180.73
3/18/2024,DR - Direct Response,Title,app,5275.58,14487.9
12/15/2022,DR - Direct Response,Brand,display,86777.23,31833.23
12/11/2022,DR - Direct Response,Brand,app,200.56,5517.28
5/14/2023,DR - Direct Response,Title,youtube,2546.02,12083.18
1/15/2023,DR - Direct Response,Title,app,616.11,48781.42
11/8/2023,DR - Direct Response,Brand,paid social,9449.46,6681.06
8/16/2023,DR - Direct Response,Brand,paid social,171.44,164000.48
2/24/2023,ATL - Above The Line,Title,paid social,5933.61,92267.72
5/1/2023,DR - Direct Response,Title,youtube,1018.45,16788.19
1/9/2023,DR - Direct Response,Brand,paid social,843.96,12517.37
2/22/2024,DR - Direct Response,Title,youtube,233.3,33758.32
6/1/2022,DR - Direct Response,Title,paid social,1371.71,6455.22
12/12/2023,DR - Direct Response,Brand,ott,22490.16,3700.8
7/28/2023,DR - Direct Response,Brand,youtube,3034.55,17391.35
6/18/2022,ATL - Above The Line,Brand,youtube,9860.21,24100.51
9/15/2022,DR - Direct Response,Brand,app,64087.28,30307.42
10/12/2023,DR - Direct Response,Brand,paid social,5112.12,14881.26
1/29/2024,DR - Direct Response,Brand,paid social,1158.22,98932.83
8/10/2022,DR - Direct Response,Title,youtube,7381.16,6153.8
8/20/2023,DR - Direct Response,Brand,ott,1188.94,8802.31
8/24/2023,DR - Direct Response,Brand,ott,1277.67,44915.13
1/11/2024,DR - Direct Response,Brand,ott,204.35,8598.26
8/6/2022,ATL - Above The Line,Launch,bvod,16902.23,8271.13
4/19/2023,ATL - Above The Line,Brand,partnership,1582.15,31199.64
4/21/2023,ATL - Above The Line,Title,cinema,4411.53,9583.16
1/2/2024,ATL - Above The Line,Title,bvod,489.48,24123.83
8/14/2022,ATL - Above The Line,Launch,online display,6975.65,13663.55
1/13/2024,ATL - Above The Line,Title,olv,802.69,11616.67
1/11/2024,ATL - Above The Line,Title,ooh,2458.97,3347.08
8/24/2022,ATL - Above The Line,Title,ooh,15487.38,31710.99
5/16/2023,ATL - Above The Line,Title,ctv,13235.04,7891.3
2/2/2024,ATL - Above The Line,Title,olv,3051.9,23287.97
9/10/2022,ATL - Above The Line,Launch,cinema,130.55,16494.81
9/18/2022,ATL - Above The Line,Title,print,704593.06,22411.11
6/4/2023,ATL - Above The Line,Title,bvod,74205.97,23725.71
9/21/2022,ATL - Above The Line,Title,print,11704.51,33478.06
10/2/2022,ATL - Above The Line,Brand,bvod,815.45,13286.46
10/10/2022,ATL - Above The Line,Brand,online display,2586.99,95880
3/20/2024,ATL - Above The Line,Title,olv,1190.82,4322.16
10/27/2022,ATL - Above The Line,Title,cinema,31087.89,21964.19
3/29/2024,ATL - Above The Line,Title,tv,5100.58,63778.47
3/31/2024,ATL - Above The Line,Title,ooh,771.13,44472.98
7/24/2023,ATL - Above The Line,Title,olv,1357.72,10370.14
7/27/2023,ATL - Above The Line,Title,olv,24029.92,12256.04
11/28/2022,ATL - Above The Line,Title,tv,57039.42,10043.02
11/29/2022,ATL - Above The Line,Brand,radio,50109.11,50284.82
8/14/2023,ATL - Above The Line,Brand,partnership,12453.35,13125.34
12/21/2022,ATL - Above The Line,Brand,online display,2012.82,35607.96
12/30/2022,ATL - Above The Line,Brand,bvod,9.14,35937.27
9/17/2023,ATL - Above The Line,Brand,partnership,5429.84,296534.22
9/29/2023,ATL - Above The Line,Title,olv,3165.24,37745.69
9/26/2023,ATL - Above The Line,Title,olv,4088.59,12220.46
1/24/2023,ATL - Above The Line,Brand,tv,3500.18,6373.59
10/9/2023,ATL - Above The Line,Brand,ctv,289.85,20905.34
10/17/2023,ATL - Above The Line,Brand,print,8685.59,24464.93
10/22/2023,ATL - Above The Line,Brand,radio,9941.27,3002.27
10/27/2023,ATL - Above The Line,Brand,online display,10882.62,13473.07
10/26/2023,ATL - Above The Line,Brand,olv,17533.66,37148.56
11/13/2023,ATL - Above The Line,Title,ctv,9448.51,16163.15
11/30/2023,ATL - Above The Line,Brand,partnership,1515,72835.59
7/6/2022,ATL - Above The Line,Launch,ooh,2794.54,5775.72
3/20/2023,ATL - Above The Line,Title,bvod,3743.47,54357.95
7/11/2022,ATL - Above The Line,Launch,ooh,3857.15,68944.85
3/29/2023,ATL - Above The Line,Title,cinema,19246.62,71955.01
12/11/2023,ATL - Above The Line,Brand,print,10148.91,5732.44
4/6/2023,ATL - Above The Line,Title,partnership,134987.42,37794.99
12/20/2023,ATL - Above The Line,Brand,digital audio,170418.32,14096.51
12/20/2023,ATL - Above The Line,Title,tv,3666.73,6728.37
7/10/2023,ATL - Above The Line,Title,ooh,3.12,18202.82
8/12/2023,ATL - Above The Line,Title,cinema,29607.87,11122.8
11/30/2022,ATL - Above The Line,Title,cinema,1197.38,69420.91
10/27/2023,ATL - Above The Line,Title,bvod,747.39,46121.59
2/13/2023,ATL - Above The Line,Title,print,1547.01,8677.99
7/9/2022,ATL - Above The Line,Launch,online display,1418.12,13333.7
3/24/2023,ATL - Above The Line,Title,online display,9589.71,18818.61
3/23/2023,ATL - Above The Line,Title,bvod,190.27,25637.62
12/15/2023,ATL - Above The Line,Brand,digital audio,453.94,75646.57
12/13/2023,ATL - Above The Line,Title,online display,5899.92,55121.06
12/20/2023,ATL - Above The Line,Brand,bvod,9776.27,29027.06
4/11/2024,ATL - Above The Line,Title,display,10110.02,21226.57
2/12/2024,DR - Direct Response,Title,ott,767.14,4655.38
3/12/2024,DR - Direct Response,Title,app,543.21,100740.32
8/21/2023,DR - Direct Response,Title,app,1272.58,17606.15
8/1/2023,DR - Direct Response,Title,ott,4896.43,131128.16
12/2/2023,DR - Direct Response,Title,ott,46379.15,33561.47
8/7/2022,DR - Direct Response,Brand,paid social,78.86,210193.12
2/20/2023,DR - Direct Response,Brand,ott,2132.1,50643.88
11/21/2022,DR - Direct Response,Brand,paid social,286.51,6555.98
7/11/2023,DR - Direct Response,Title,app,160.93,14886.11
9/11/2023,DR - Direct Response,Title,paid social,18190.66,23267.13
7/13/2023,DR - Direct Response,Brand,paid social,8487.46,11476.31
6/23/2023,DR - Direct Response,Brand,display,7147.53,18887.37
11/23/2023,ATL - Above The Line,Title,paid social,16743.37,6998.2
4/16/2024,DR - Direct Response,Title,ott,1335.93,27727.4
9/28/2022,ATL - Above The Line,Title,paid social,1454.42,34981
10/28/2023,DR - Direct Response,Brand,display,164156.94,10070.08
10/3/2022,DR - Direct Response,Brand,paid social,2034.93,193010.08
11/24/2022,DR - Direct Response,Title,paid social,11970.67,29382.11
6/3/2023,DR - Direct Response,Title,youtube,3212.5,12152.05
12/12/2023,DR - Direct Response,Title,paid social,112.97,5377.74
7/5/2022,ATL - Above The Line,Brand,paid social,79.26,29277.08
7/5/2022,DR - Direct Response,Brand,paid social,1116.78,21229.99
12/1/2022,ATL - Above The Line,Title,paid social,21366.33,60465.11
6/3/2023,ATL - Above The Line,Title,paid social,13176.22,23876.23
10/19/2023,DR - Direct Response,Title,ott,16534.68,8326.07
12/13/2023,DR - Direct Response,Brand,display,534.67,147289.48
3/24/2024,ATL - Above The Line,Title,ott,58686.88,42674.9
3/9/2023,DR - Direct Response,Title,paid social,556.48,21366.27
1/19/2023,DR - Direct Response,Title,app,4663.11,32518.65
12/23/2022,DR - Direct Response,Brand,paid social,3116.91,44351.34
7/19/2022,DR - Direct Response,Title,paid social,2320.27,6576.82
2/19/2023,DR - Direct Response,Title,app,35577.69,32292.94
2/21/2023,DR - Direct Response,Brand,ott,889.4,17552.78
10/24/2023,DR - Direct Response,Brand,paid social,277.89,45855.75
7/5/2022,DR - Direct Response,Title,paid social,3292.42,13121.95
11/22/2022,ATL - Above The Line,Brand,paid social,1543.16,15031.85
12/21/2022,DR - Direct Response,Brand,display,1410616.57,146134.77
9/6/2022,ATL - Above The Line,Brand,display,10768.67,94753.4
6/21/2022,ATL - Above The Line,Brand,display,1516.89,1011.32
8/22/2022,DR - Direct Response,Title,app,472,87962.08
11/28/2022,DR - Direct Response,Title,display,106.63,25605.58
7/12/2023,DR - Direct Response,Brand,paid social,499.07,13549.93
4/21/2024,DR - Direct Response,Title,ott,3907.91,10039.17
10/4/2023,DR - Direct Response,Title,display,41757.97,10641.11
2/12/2024,DR - Direct Response,Title,youtube,24051.66,13939.3
3/26/2023,ATL - Above The Line,Title,paid social,4802.09,8901.12
9/25/2022,DR - Direct Response,Title,paid social,1772.17,7085.35
7/20/2022,ATL - Above The Line,Brand,ott,5159,9710.32
4/4/2023,DR - Direct Response,Brand,display,1245.3,38131.63
12/12/2023,ATL - Above The Line,Title,display,70613.09,28989.18
3/6/2024,DR - Direct Response,Title,youtube,2257,48144.28
9/24/2022,ATL - Above The Line,Title,paid social,2717.43,25793.29
8/11/2022,ATL - Above The Line,Brand,ott,58.19,7434.22
5/12/2023,DR - Direct Response,Brand,paid social,2231.7,45268.12
11/15/2022,ATL - Above The Line,Brand,paid social,14373.73,10064.23
7/6/2022,DR - Direct Response,Brand,paid social,462.21,52732.49
7/30/2022,DR - Direct Response,Title,app,819.11,8561.49
8/27/2022,DR - Direct Response,Brand,app,13281.75,13834.27
2/5/2023,ATL - Above The Line,Title,paid social,220.94,19186.55
8/30/2022,DR - Direct Response,Title,youtube,21431.99,54223.01
9/16/2022,DR - Direct Response,Brand,app,1215.31,32891.24
8/10/2022,ATL - Above The Line,Title,youtube,1574.84,28127.39
4/28/2023,ATL - Above The Line,Brand,partnership,417.66,182727.06
8/20/2022,ATL - Above The Line,Title,ooh,6283.4,4367.55
8/27/2022,ATL - Above The Line,Title,tv,269253.75,9729.85
5/8/2023,ATL - Above The Line,Brand,radio,13015.62,9320.9
1/28/2024,ATL - Above The Line,Title,online display,667.29,4668.01
9/7/2022,ATL - Above The Line,Title,online display,24664.15,13396.72
5/22/2023,ATL - Above The Line,Title,olv,1793.05,54954.73
9/16/2022,ATL - Above The Line,Title,print,37958.98,15229.97
9/25/2022,ATL - Above The Line,Brand,online display,13620.81,19740.72
6/15/2023,ATL - Above The Line,Title,tv,15.66,4898.72
2/29/2024,ATL - Above The Line,Title,ctv,518.48,12400.96
6/19/2023,ATL - Above The Line,Title,ooh,17464.43,17350.17
10/13/2022,ATL - Above The Line,Title,cinema,4175.67,52510.08
10/15/2022,ATL - Above The Line,Launch,cinema,500.39,5138.47
3/16/2024,ATL - Above The Line,Title,online display,1011.96,17466.98
7/8/2023,ATL - Above The Line,Brand,print,101.75,82002.73
10/30/2022,ATL - Above The Line,Brand,online display,2707.47,17641.74
10/27/2022,ATL - Above The Line,Title,digital audio,171721.61,3302.87
7/18/2023,ATL - Above The Line,Brand,partnership,13578.03,99453.07
11/7/2022,ATL - Above The Line,Title,radio,165551.43,57614.74
7/24/2023,ATL - Above The Line,Title,ooh,15615.69,65935.78
11/22/2022,ATL - Above The Line,Title,online display,20290.51,4795.52
12/9/2022,ATL - Above The Line,Title,olv,112032.21,125670.55
12/6/2022,ATL - Above The Line,Brand,paid social,6274.53,12693.54
8/25/2023,ATL - Above The Line,Brand,digital audio,2265.01,16538.97
9/5/2023,ATL - Above The Line,Brand,print,20481.05,13623.59
12/31/2022,ATL - Above The Line,Title,tv,43804.84,71268.41
10/19/2023,ATL - Above The Line,Title,ctv,1335.34,23019.61
10/16/2023,ATL - Above The Line,Brand,radio,863.36,44695.16
10/31/2023,ATL - Above The Line,Title,bvod,4080.29,29749.45
3/1/2023,ATL - Above The Line,Brand,ooh,14244.97,25062.09
11/24/2023,ATL - Above The Line,Brand,digital audio,13411.36,10666.05
3/14/2023,ATL - Above The Line,Title,tv,242.9,169736.18
12/1/2023,ATL - Above The Line,Brand,partnership,100085.21,6352.89
3/20/2023,ATL - Above The Line,Title,partnership,998.21,41686.2
7/24/2022,ATL - Above The Line,Title,online display,1968.13,40224.1
7/22/2022,ATL - Above The Line,Launch,online display,622.64,87750.09
1/26/2024,ATL - Above The Line,Title,online display,414086.23,110932.95
7/26/2023,ATL - Above The Line,Title,ctv,4915.89,24019.91
10/19/2023,ATL - Above The Line,Brand,tv,683.52,46930.32
2/14/2023,ATL - Above The Line,Title,print,15103.57,161877.05
12/15/2023,ATL - Above The Line,Brand,online display,12728.42,25824.17
7/21/2022,ATL - Above The Line,Launch,digital audio,2262.97,9459.87
12/21/2023,ATL - Above The Line,Brand,partnership,14481.09,18747.57
11/8/2022,ATL - Above The Line,Brand,youtube,715.95,7449.4
3/16/2023,DR - Direct Response,Title,paid social,1304.48,40029.31
12/11/2023,DR - Direct Response,Title,display,84.34,80183.99
9/10/2023,DR - Direct Response,Title,display,291.06,24416.98
7/6/2022,ATL - Above The Line,Brand,display,82958.81,5424.21
8/24/2022,ATL - Above The Line,Brand,display,61457.48,76814.27
10/22/2022,DR - Direct Response,Brand,ott,3576.13,4641.64
12/10/2022,DR - Direct Response,Brand,display,63889.73,5848.01
7/18/2022,ATL - Above The Line,Title,youtube,2378.79,23053.34
6/8/2023,DR - Direct Response,Title,app,2046.58,35488.95
4/8/2024,ATL - Above The Line,Title,paid social,3516.73,42106.14
12/13/2023,DR - Direct Response,Title,youtube,2534.62,25799.24
1/3/2024,DR - Direct Response,Title,display,2153.5,161094.74
4/7/2024,DR - Direct Response,Title,paid social,25012.84,29430.92
11/2/2023,DR - Direct Response,Title,display,4164.22,77823.75
2/22/2023,DR - Direct Response,Brand,app,11491.13,60702.92
7/11/2023,ATL - Above The Line,Brand,paid social,20433.89,7537.88
9/11/2022,DR - Direct Response,Brand,ott,6399.46,23253.24
8/5/2023,DR - Direct Response,Brand,display,551.1,231911.63
8/17/2022,ATL - Above The Line,Brand,youtube,276.26,16623.59
3/29/2024,DR - Direct Response,Title,paid social,4154.04,14013.81
9/20/2023,DR - Direct Response,Title,ott,2331.26,32712.87
8/19/2023,DR - Direct Response,Title,ott,3718.33,17231.87
10/11/2022,DR - Direct Response,Brand,ott,3085,12436.1
1/2/2023,DR - Direct Response,Brand,ott,336614.57,16978.59
6/22/2022,ATL - Above The Line,Brand,ott,287.78,115928.9
9/23/2023,DR - Direct Response,Title,app,87.48,24038.46
10/17/2023,DR - Direct Response,Title,app,5786.21,7276.38
1/1/2023,DR - Direct Response,Brand,app,1609.75,6052.15
12/15/2022,ATL - Above The Line,Brand,youtube,5618.36,252166.76
9/11/2022,DR - Direct Response,Title,paid social,9110.72,22036.06
11/19/2022,DR - Direct Response,Brand,paid social,32245.15,42630.14
12/18/2023,DR - Direct Response,Brand,ott,209.08,12717.73
7/20/2022,ATL - Above The Line,Brand,youtube,1162.58,38039.65
9/2/2022,DR - Direct Response,Brand,ott,6885.75,119149.47
12/10/2023,DR - Direct Response,Title,paid social,12758.96,14331.61
6/30/2023,ATL - Above The Line,Title,paid social,166460.12,43669.14
6/27/2022,DR - Direct Response,Brand,youtube,17824.91,6731.04
2/3/2023,DR - Direct Response,Brand,paid social,2866.31,209683.95
2/21/2023,DR - Direct Response,Title,paid social,636.53,36090.23
11/7/2022,ATL - Above The Line,Title,paid social,1146.8,18222.44
4/12/2024,DR - Direct Response,Title,display,1089.47,20448.66
11/8/2022,DR - Direct Response,Brand,youtube,10363,16529.03
6/19/2023,ATL - Above The Line,Brand,paid social,5050.14,17398.85
8/2/2022,DR - Direct Response,Brand,ott,291.22,2367.57
6/15/2023,DR - Direct Response,Brand,display,1445.88,24988.7
11/30/2023,DR - Direct Response,Brand,paid social,15479.6,23959.99
4/22/2023,DR - Direct Response,Brand,paid social,5991.18,45006.47
4/28/2024,ATL - Above The Line,Title,paid social,8863.54,16313.18
5/5/2023,ATL - Above The Line,Title,youtube,6338.94,12722.08
9/16/2022,ATL - Above The Line,Brand,display,59816.05,27354.59
2/26/2023,DR - Direct Response,Title,youtube,4862.7,5471.16
7/10/2022,ATL - Above The Line,Title,paid social,1582.1,31834
8/8/2022,DR - Direct Response,Title,paid social,608.09,4260.1
1/7/2023,DR - Direct Response,Brand,paid social,4983.24,84847.45
12/22/2022,DR - Direct Response,Title,app,38.77,54762.19
11/7/2022,ATL - Above The Line,Brand,paid social,2277.06,10888.7
4/20/2023,DR - Direct Response,Title,app,2190.18,53506.27
9/12/2022,DR - Direct Response,Brand,youtube,270.53,30831.3
10/27/2023,DR - Direct Response,Brand,pmax,594.51,10020.7
11/1/2023,DR - Direct Response,Brand,ott,13694.3,3624.64
12/6/2023,ATL - Above The Line,Brand,paid social,4816.13,37866.44
3/1/2023,DR - Direct Response,Brand,display,3816.22,12428.9
8/9/2022,DR - Direct Response,Brand,display,5520.64,82675.93
4/3/2023,ATL - Above The Line,Title,youtube,3753.64,27959.54
7/22/2023,DR - Direct Response,Brand,display,29931.9,13667.31
3/3/2024,DR - Direct Response,Brand,youtube,3968.24,167318.76
5/2/2023,ATL - Above The Line,Brand,display,228.42,49148.87
11/13/2023,ATL - Above The Line,Title,youtube,60216.79,705.15
1/25/2023,DR - Direct Response,Brand,display,6196.61,16925.74
2/19/2024,ATL - Above The Line,Title,display,1096.27,6878.86
8/9/2022,ATL - Above The Line,Launch,tv,330.59,12360.32
4/29/2023,ATL - Above The Line,Brand,ooh,6489.36,23843.63
1/12/2024,ATL - Above The Line,Brand,partnership,2570.32,39322.25
8/16/2022,ATL - Above The Line,Title,online display,54429.17,35831.61
5/2/2023,ATL - Above The Line,Title,cinema,1700.9,81270.32
1/20/2024,ATL - Above The Line,Title,digital audio,700.5,52205.39
8/28/2022,ATL - Above The Line,Launch,radio,15997.98,49065.16
1/28/2024,ATL - Above The Line,Brand,partnership,16872.49,33743.16
5/16/2023,ATL - Above The Line,Title,olv,4305.74,100216.39
2/2/2024,ATL - Above The Line,Brand,tv,10765.75,20074.69
1/31/2024,ATL - Above The Line,Title,digital audio,2966.86,20604.53
9/24/2022,ATL - Above The Line,Brand,print,4843.62,4077.19
6/20/2023,ATL - Above The Line,Title,bvod,26006.97,79519.86
10/16/2022,ATL - Above The Line,Title,digital audio,9818.26,25521.64
3/21/2024,ATL - Above The Line,Title,partnership,2339.61,522730.5
