Feature,VIF
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_August,473166592495.3242
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_September,470940042598.6088
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_July,469565178539.30725
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_April,467226852097.7794
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_April,466549220695.17206
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_May,465344040852.5001
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_April,465031713291.39307
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_January,464863710504.7993
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_August,463953809351.0349
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_digital audio_January,458241720326.6683
CHANNEL_MONTH_ott_November,454840138097.3081
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_March,454152133048.0004
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_August,453260832062.248
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_cinema_May,452554853777.87225
CHANNEL_MONTH_cinema_May,448945783518.96484
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Launch_June,448901034375.3298
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_April,447384853461.5304
CHANNEL_MONTH_print_October,446852173177.6054
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_June,446210207804.468
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_November,444558474642.959
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_cinema_May,444076283327.959
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_January,442288203031.7207
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_May,440579106571.1696
CHANNEL_MONTH_ctv_August,440105504482.6049
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_March,437200235644.1604
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_December,437200235644.1604
CHANNEL_MONTH_app_September,437115367113.51025
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_October,437072945202.88196
CHANNEL_MONTH_display_October,436712691138.9572
CAMPAIGN_TYPE_MONTH_Launch_June,427753205809.9916
CAMPAIGN_TYPE_MONTH_Title_May,426255229508.3523
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_July,425791777193.01276
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_digital audio_October,424227545909.052
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_January,423151332084.0455
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_May,423111577167.46484
SEASON_Spring,421093934302.9917
CHANNEL_MONTH_cinema_September,420818503772.23846
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_September,419310053290.8613
CAMPAIGN_TYPE_CHANNEL_Title_ctv,418900532729.0946
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_August,418861572486.0952
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_March,415998487656.61334
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_July,415116566261.4523
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_June,413743649735.4613
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_August,413363894205.6444
CAMPAIGN_TYPE_CHANNEL_Brand_olv,413325956990.68427
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_November,413079534727.8602
CHANNEL_MONTH_partnership_November,412871252967.5922
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_digital audio_November,412852328676.76544
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_November,411287637202.78503
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_March,411043638695.79663
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_online display_December,410575223572.8413
MONTH_February,409827975918.69104
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_November,407768538853.773
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_digital audio_November,407068253931.44086
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_April,402286701864.2694
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ooh_September,400515774589.3989
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_July,399769173793.4842
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_radio_August,397195363352.33905
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_October,393929554110.6929
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_December,393499312133.7262
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_digital audio_November,393499312133.7262
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_August,392573189275.67084
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_July,391192150043.03986
CHANNEL_MONTH_ctv_July,391192150043.03986
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_July,391022324929.06415
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_June,390446020839.26447
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_July,389382641135.26685
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_December,389365808790.08307
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_May,388140965902.82654
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_May,387806736189.6578
CHANNEL_MONTH_olv_May,387173282958.26135
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_November,386591667227.8206
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_October,385532647979.3259
MONTH_July,384282574117.5388
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_September,383595215482.3471
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_August,383236150905.88403
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_May,383008005049.1556
CAMPAIGN_TYPE_CHANNEL_Title_print,381871338226.1836
CHANNEL_MONTH_radio_December,381855149005.46857
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_February,381499333110.5884
CHANNEL_youtube,380467992512.5028
CHANNEL_MONTH_youtube_July,374800235300.47406
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_January,374566442996.67285
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_September,374379619050.7083
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_December,374068659609.65955
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_September,372336788671.03436
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_September,370042284817.42706
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_March,368603668961.40906
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_print_October,368467958876.70245
AVG_FREE_TRIALS_BY_CHANNEL_MONTH,367640785907.7956
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_April,367430825436.1178
CAMPAIGN_TYPE_CHANNEL_Title_online display,367415837435.89606
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_June,367056491900.2809
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ooh_February,365136989408.9911
AVG_FREE_TRIALS_BY_ATL_OR_DR_MONTH,363003234382.8232
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_December,360634179001.4811
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_November,360417720569.04456
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_October,357854559187.16693
CHANNEL_MONTH_digital audio_February,357428541854.8013
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_June,356918658057.5762
CHANNEL_MONTH_partnership_October,356833818823.4289
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_August,354335139840.32227
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_February,353362073548.097
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_January,353334350178.13403
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_February,352463285256.9357
CHANNEL_MONTH_partnership_August,351226330853.6164
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_partnership_June,351185248547.2938
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_November,350693009451.0587
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_January,350120471691.71234
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_June,349671930383.20557
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_January,348994507913.55695
CHANNEL_MONTH_ott_April,348791792702.17596
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_May,348090866236.7055
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_February,347687765565.5444
CHANNEL_MONTH_ctv_May,346564034426.35596
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_August,345143091341.57153
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_online display_December,344325060389.96106
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_May,344009443331.207
CHANNEL_cinema,342309856524.94934
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_December,342010907303.3487
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_May,341958969428.2837
CHANNEL_MONTH_paid social_April,338057320775.44635
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_June,337727756083.2768
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_May,335463659394.4504
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_December,334218896279.81415
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_September,334218896279.81415
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_September,333464116646.58813
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_December,332074887728.24774
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_December,329632177666.64197
CHANNEL_MONTH_paid social_March,328633948290.3164
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_radio_August,328370370205.65045
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_July,327844480408.42224
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_September,327439263295.80457
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_March,327153830260.8235
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_August,326987557349.1974
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_March,326501586063.7616
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ooh_October,326288688815.10565
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ooh_October,326028857810.8731
CHANNEL_MONTH_ott_August,325828362564.7877
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_radio_February,325757658399.31256
CAMPAIGN_TYPE_CHANNEL_Title_tv,325204868929.52277
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_November,323801964796.38324
CHANNEL_MONTH_tv_March,321009275267.86383
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_March,320324309354.5643
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_February,318590805558.1845
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_June,317356044490.9094
CHANNEL_MONTH_youtube_August,317255442032.36914
CAMPAIGN_TYPE_CHANNEL_Brand_ott,313424707869.0581
ATL_OR_DR_MONTH_ATL - Above The Line_February,312923820690.0011
CAMPAIGN_TYPE_CHANNEL_Brand_paid social,311484568065.1863
CHANNEL_MONTH_print_March,310839605712.84094
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_December,310453908756.1091
CAMPAIGN_TYPE_CHANNEL_Launch_paid social,309153912982.3577
ATL_OR_DR_MONTH_DR - Direct Response_August,305722600459.6087
ATL_OR_DR_MONTH_DR - Direct Response_December,305380547711.17114
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_February,297640580752.792
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_June,296787348998.0227
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_December,296601661444.3161
CHANNEL_MONTH_radio_July,295657287206.3349
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_April,295618473029.66925
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_January,295395489136.1994
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_January,295347058882.54553
CHANNEL_MONTH_app_February,293327230101.96344
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_radio_February,291863492911.47375
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_July,290826878523.16656
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_January,288609031200.647
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_app_January,286324599616.6632
CAMPAIGN_TYPE_MONTH_Brand_July,286088148098.7483
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_February,285598302198.649
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_tv_December,285281704454.47034
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_digital audio_January,285065014233.6612
CAMPAIGN_TYPE_CHANNEL_Brand_ctv,284336108805.5115
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_February,284129814666.4456
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_March,283718123121.58606
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_olv_April,282862772186.69696
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_October,282268857873.425
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_April,282039054820.2966
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_olv_November,280869352170.03937
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_September,280764292096.2873
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_May,280711791527.4408
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_October,280703043341.467
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_August,279796199513.5745
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_tv_December,278137328765.47034
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_January,277511761861.57043
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_May,276752880683.9855
CHANNEL_MONTH_olv_April,276235141372.7418
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_August,275281150817.26746
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_ooh_August,274886295808.0078
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_print_August,273243515797.26343
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_January,272573740497.53342
CHANNEL_MONTH_app_March,272334741934.48
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_October,271579305757.13055
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_September,268071406391.10095
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_April,267848199558.13583
CHANNEL_MONTH_radio_August,267474365396.9114
CAMPAIGN_TYPE_CHANNEL_Launch_print,266753516991.6778
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_ooh_August,266524611769.22598
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_August,265746127773.08646
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_August,264691858554.20352
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_June,262937857739.9869
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_January,262907158632.2531
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_app_June,262723114418.99988
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_April,260000555804.6645
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_October,259925526065.30435
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_August,259880529003.7506
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_May,257679852803.34692
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_olv_July,257480968919.47266
CHANNEL_MONTH_youtube_June,257414742497.8135
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_July,256082769588.6331
CAMPAIGN_TYPE_CHANNEL_Title_display,255335050877.1117
CHANNEL_MONTH_display_January,253831175278.03275
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_May,251703206783.3168
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_September,247504925663.35986
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_bvod_October,247253541264.95352
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_July,247219609560.87698
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_August,246745541714.35986
CAMPAIGN_TYPE_CHANNEL_Launch_ooh,246179054737.646
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_September,245588375361.02606
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_April,245508047719.7174
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_September,244707651997.9622
CHANNEL_MONTH_ooh_April,244309408016.1927
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_March,243892644519.26544
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_bvod_October,243464138143.0693
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_March,242494057041.2716
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_July,242018412412.0964
CHANNEL_partnership,239852987903.5228
CHANNEL_MONTH_tv_July,239400362926.34998
CHANNEL_MONTH_radio_April,238772082144.60654
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_olv_July,238613946559.84402
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_online display_July,238323523700.61365
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_February,236695202994.19226
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_October,236118154893.98883
CHANNEL_MONTH_ooh_December,235457710428.73926
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_print_August,233377361179.97128
CAMPAIGN_TYPE_CHANNEL_Title_ooh,232858490078.87573
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_October,232485849178.97406
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_bvod_August,231982879304.11807
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_December,230947905303.4792
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_partnership_July,227580960501.819
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_June,226967349243.8199
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_radio_June,226118372614.87653
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_June,222586844628.6016
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_bvod_August,222526354590.0386
CAMPAIGN_TYPE_CHANNEL_Title_bvod,221737506578.88757
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_April,221677477228.31738
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_olv_November,221546616852.14954
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_April,220905460703.90427
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_digital audio_February,219308009416.40067
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_June,218557683556.75513
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_June,217082793182.80612
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_January,216774548259.75287
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_olv_August,214477551546.36136
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ooh_September,214191935097.99753
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_radio_February,213968055272.25845
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_October,213962972533.45825
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_November,213653381439.84515
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_February,212464010349.1294
CHANNEL_MONTH_paid social_August,212323776689.94843
CHANNEL_MONTH_display_April,211099635669.37732
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_cinema_October,210237360939.73325
CHANNEL_MONTH_ott_February,208186738812.9202
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Launch_cinema_October,207922420469.55197
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_partnership_June,207831266405.3391
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ooh_April,207009704551.51553
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_January,206686689798.77905
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_digital audio_February,206440357881.80405
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_tv_January,206133267455.62503
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_September,205916493410.01764
CAMPAIGN_TYPE_MONTH_Brand_September,204342186863.1546
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_partnership_October,203538726295.18884
CHANNEL_tv,202358950702.9946
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_October,202136428517.52676
CAMPAIGN_TYPE_MONTH_Title_June,201986842211.5801
CHANNEL_MONTH_ott_September,201611586864.1103
CAMPAIGN_TYPE_CHANNEL_Brand_online display,200936939605.16202
MONTH_August,200645992620.8147
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_digital audio_August,198610819050.09796
CHANNEL_MONTH_partnership_April,198606439732.33798
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_March,198413940760.0007
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_October,197916924955.85568
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ctv_January,197712739090.3921
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_March,196064415645.21097
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_April,195681061367.39066
CHANNEL_MONTH_cinema_June,195151105075.0946
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_cinema_June,194695528926.8096
CAMPAIGN_TYPE_CHANNEL_MONTH_Launch_olv_August,194485333594.0447
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_February,192174082669.9593
CAMPAIGN_TYPE_CHANNEL_Launch_tv,191605846853.60233
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_July,191451086248.66605
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_March,190996400575.52094
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ooh_February,190559994388.07184
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ctv_January,190005257984.1998
CAMPAIGN_TYPE_CHANNEL_Title_paid social,188972794031.99463
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ctv_November,186728014900.20093
MEDIAN_COST_PER_FREE_TRIALS_BY_CHANNEL_MONTH,186577165770.58978
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_March,186249235018.73395
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_May,184816137039.17004
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_June,184505699839.01413
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ctv_April,182983895147.5092
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_November,182206563392.42206
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_December,181930543027.3484
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_July,181432153383.84515
CHANNEL_MONTH_partnership_July,181256902476.0226
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_radio_November,180302651428.07654
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_August,179605169586.06165
CHANNEL_MONTH_partnership_March,179533570953.57767
